TermékNév	Ár	TFT Felb.	TFT Méret	TFT Típus	TFT Arány	CPU Gyártó	CPU Család	CPU Típus	RAM Méret	RAM	RAM Slot	HDD	HDD Méret	HDD Seb.	GPU	Súly	Akku cella	OS	ODD	Chipset	RAM Modul	WLAN	Kamera Felb.	USB	VGA ki	HDMI	Audio	LAN	CR	Kensington	Technológia	Tárolt energia	Elektromos töltés	AC	Anyag	Szín	Széles	Magas	Mély	Család	Hangszóró	Mikrofon	Bill. num	Képátló	BT	USB 3	Micro HDMI ki	Egyéb	Billentyűzet világítás	Panel típus	Érintőkijelző	HDD 2	HDD 2 Méret	TPM	Egér	MSATA Foglalat	Egyéb szín	3D Technológia	Pixelhiba	DisplayPort ki	eSATA ki	ExpressCard	Ujjlenyomat olvasó	HDD leejtés védelem	Dokkolható	Tanúsítvány(ok)	Vezeték nélküli kapcsolat	Soros	TB	Mini DisplayPort ki	WiDi
LENOVO G500 59-390091 15,6"/Intel Dual-Core Pentium 2020M 2,4GHz/4GB/1000GB/8570 2GB/DVD író/fekete notebook	0 Ft		15,6 "		Fényes	Intel	Pentium	Intel Pentium Dual-Core 2020M (2,4 GHz, 2 MB)	4,0 GB	DDR3-1600MHz		HDD	1000 GB	5400 rpm	Intel HD Graphics	2,28 kg	6	FreeDOS	DVD író	Intel		802.11 b/g/n	0,90 MP	1 db		1 db	Igen	10/100 Mb/s	Igen			48 wattóra		65 watt	Fém + műanyag	Fekete	377,00 mm	34,00 mm	250,0 mm	G500	sztereó	Igen	Igen		4.0	2 db																										
LENOVO G500 59-390095 15,6"/Intel Core i3-3110M 2,4GHz/4GB/1000GB/8570 1GB/DVD író/fekete notebook	0 Ft	1366x768	15,6 "		Fényes	Intel	Core i3	Intel Core i3-3110M (2,4 GHz, 3 MB)	4,0 GB	DDR3-1600MHz	2 db	HDD	1000 GB	5400 rpm	AMD Radeon HD 8570M 1GB GDDR3	2,30 kg	6	FreeDOS	DVD Super Multi	AMD	1 x 4	802.11 b/g/n	1,00 MP	1 db	1 db	1 db	Igen	10/100 Mb/s	Igen		Lítium-ion	48 wattóra		65 watt	Fém + műanyag	Fekete	377,00 mm	34,00 mm	250,0 mm	G500	sztereó	Igen	Igen		4.0	2 db																										
LENOVO G500 59-390483 15,6"/Intel Celeron 1005M 1,9GHz/4GB/1TB//DVD író/fekete notebook	0 Ft		15,6 "		Fényes	Intel	Celeron	Intel Celeron 1005M (1,9 GHz, 2 MB)	4,0 GB	DDR3-1600MHz		HDD	1000 GB	5400 rpm	Intel HD Graphics	2,28 kg	6	FreeDOS	DVD író	Intel		802.11 b/g/n	0,90 MP	1 db		1 db	Igen	10/100 Mb/s	Igen			48 wattóra		65 watt	Műanyag	Fekete	377,00 mm	34,00 mm	250,0 mm	G500	sztereó	Igen	Igen		4.0	2 db																										
LENOVO G500 59-390509 15,6"/Intel Celeron 1005M 1,9GHz/4GB/500GB/DVD író/ fekete notebook	0 Ft	1366x768	15,6 "		Fényes	Intel	Celeron Dual-Core	Intel Celeron 1005M (1,9 GHz, 2 MB)	4,0 GB	DDR3-1600MHz	2 db	HDD	500 GB	5400 rpm	Intel HD Graphics	2,30 kg	6	FreeDOS	DVD Super Multi	Intel	1 x 4	802.11 b/g/n	1,00 MP	1 db	1 db	1 db	Igen	10/100 Mb/s	Igen		Lítium-ion	48 wattóra		65 watt	Műanyag	Fekete	377,00 mm	34,00 mm	250,0 mm	G500	sztereó	Igen	Igen		4.0	2 db																										
LENOVO G500 59-402605 15,6"/Intel Core i3-3110M 2,4GHz/4GB/1000GB/8570 2GB/DVD író/fekete notebook	0 Ft	1366x768	15,6 "		Fényes	Intel	Core i3	Intel Core i3-3110M (2,4 GHz, 3 MB)	4,0 GB	DDR3-1600MHz	2 db	HDD	1000 GB	5400 rpm	AMD Radeon HD 8570M 2GB GDDR3	2,30 kg	6	FreeDOS	DVD Super Multi	AMD	1 x 4	802.11 b/g/n	1,00 MP	1 db	1 db	1 db	Igen	10/100 Mb/s	Igen		Lítium-ion	48 wattóra		65 watt	Fém + műanyag	Fekete	377,00 mm	34,00 mm	250,0 mm	G500	sztereó	Igen	Igen		4.0	2 db																										
LENOVO G500 59-402606 15,6"/Intel Dual-Core Pentium 2020M 2,4GHz/4GB/500GB/8570 2GB/DVD író/fekete notebook	0 Ft	1366x768	15,6 "		Fényes	Intel	Pentium	Intel Pentium Dual-Core 2020M (2,4 GHz, 2 MB)	4,0 GB	DDR3-1600MHz		HDD	500 GB	5400 rpm	AMD Radeon HD 8570M 2GB GDDR3	2,28 kg	6	FreeDOS	DVD író	AMD		802.11 b/g/n	0,90 MP	1 db		1 db	Igen	10/100 Mb/s	Igen			48 wattóra		65 watt	Fém + műanyag	Fekete	377,00 mm	34,00 mm	250,0 mm	G500	sztereó	Igen	Igen		4.0	2 db																										
LENOVO G505 59-402610 15,6"/AMD Quad-Core A4-5000/4GB/1000GB/DVD író/ fekete notebook	0 Ft	1366x768	15,6 "		Fényes	AMD	A4	AMD Quad-Core A4-5000M (1,5GHz, 2MB)	4,0 GB	DDR3-1600MHz		HDD	1000 GB	5400 rpm	Integrált	2,49 kg	6	FreeDOS	DVD író			802.11 b/g/n	0,90 MP				Igen		Igen			48 wattóra		45 watt	Műanyag	Fekete				G505			Igen		4.0																											
LENOVO G505 59-402612 15,6"/AMD Dual-Core E1-2100 /4GB/500GB/DVD író/ fekete notebook	0 Ft	1366x768	15,6 "		Fényes	AMD	E1-2100	AMD Dual-Core E1-2100 (1,0 GHz, 1MB)	4,0 GB	DDR3-1600MHz		HDD	500 GB	5400 rpm	Intel HD Graphics	2,49 kg	6	FreeDOS	DVD író	AMD		802.11 b/g/n	0,90 MP	1 db	1 db	1 db	Igen	10/100 Mb/s	Igen			48 wattóra		45 watt	Műanyag	Fekete				G505	sztereó	Igen	Igen		4.0	2 db																										
LENOVO G505s 59-404323 15,6"/AMD Quad-Core A8-4500M/4GB/500GB/8570 2GB/DVD író/fekete notebook	0 Ft	1366x768	15,6 "		Fényes	AMD	A8	AMD Quad-Core A8-4500M (2,1GHz, 4MB)	4,0 GB	DDR3-1600MHz		HDD	500 GB	5400 rpm	AMD Radeon HD 8570M 2GB GDDR3	2,40 kg	4	FreeDOS	DVD író	AMD		802.11 b/g/n	0,90 MP	1 db	1 db	1 db	Igen		Igen			41 wattóra		65 watt	Műanyag	Fekete				G505	Sztereó	Igen	Igen		4.0	2 db																										
LENOVO G510 59-402665 15,6"/Intel Core i5-4200M 3,1GHz/4GB/1000GB/8750 2GB/DVD író/fekete notebook	0 Ft	1366x768	15,6 "		Fényes	Intel	Core i5	Intel Core i5-4200M (2,5 GHz, 3MB)	4,0 GB	DDR3L-1600MHz	2 db	HDD	1000 GB	5400 rpm	AMD Radeon HD 8750M 2GB GDDR3	2,60 kg	6	FreeDOS	DVD író	AMD	1 x 4	802.11 b/g/n	0,90 MP	1 db		1 db	Igen	10/100 Mb/s	Igen			48 wattóra		90 watt	Fém + műanyag	Fekete				G510	sztereó	Igen	Igen		4.0	2 db																										
LENOVO G710 59-390397 17,3"/Intel Core i3-4000M 2,4GHz/4GB/1000GB+8GB SSHD/DVD író/fekete notebook	0 Ft	1600x900	17,3 "		Fényes	Intel	Core i3	Intel Core i3-4000M (2,4GHz, 3MB)	4,0 GB	DDR3-1600MHz		SSHD	1000 GB	5400 rpm	Intel HD Graphics 4600	2,90 kg	6	FreeDOS	DVD író		1 x 4	802.11 b/g/n	0,90 MP	2 db	1 db	1 db	Igen	10/100 Mb/s	Igen		Li-ion	48 wattóra		90 watt	Műanyag	Fekete	418,00 mm	36,80 mm	278,0 mm		Sztereó	Igen	Igen		4.0	1 db				TN			8 GB																			
LENOVO G710 59-390399 17,3"/Intel Core i5-4200M 3,1GHz/4GB/1000GB+8GB SSHD/GT720 2GB/DVD író/fekete notebook	0 Ft	1600x900	17,3 "		Fényes	Intel	Core i7	Intel Core i5-4200M (2,5 GHz, 3MB)	4,0 GB	DDR3-1600MHz		SSHD	1000 GB	5400 rpm	NVIDIA GeForce GT 720M 2GB	2,90 kg	6	FreeDOS	DVD író	NVIDIA	1 x 4	802.11 b/g/n	0,90 MP	2 db	1 db	1 db	Igen	10/100 Mb/s	Igen		Li-ion	48 wattóra		90 watt	Műanyag	Fekete	418,00 mm	36,80 mm	278,0 mm		Sztereó	Igen	Igen		4.0	1 db				TN			8 GB																			
LENOVO G710 59-390402 17,3"/Intel Core i7-4702MQ 3,2GHz/8GB/1000GB+8GB SSHD/GT720 2GB/DVD író/fekete notebook	0 Ft	1600x900	17,3 "		Fényes	Intel	Core i7	Intel Core i7-4702MQ (2,2 GHz, 6 MB)	8,0 GB	DDR3-1600MHz		SSHD	1000 GB	5400 rpm	NVIDIA GeForce GT 720M 2GB	2,90 kg	6	FreeDOS	DVD író	NVIDIA	2 x 4	802.11 b/g/n	0,90 MP	2 db	1 db	1 db	Igen	10/100 Mb/s	Igen		Li-ion	48 wattóra		90 watt	Műanyag	Fekete	418,00 mm	36,80 mm	278,0 mm		Sztereó	Igen	Igen		4.0	1 db				TN			8 GB																			
LENOVO S510 FLEX Touch 59-390771 15,6"/Intel Core i5-4200U 2,6GHz/8GB/500GB+8GB SSHD/GT720 2GB/fekete/Win8 notebook	0 Ft	1366x768	15,6 "			Intel	Core i5	Intel Core i5-4200U (2.6 GHz, 3 MB)	8,0 GB	DDR3-1600MHz		SSHD	500 GB	5400 rpm	NVIDIA GeForce GT 720M 2GB	2,30 kg	4	Windows 8 64 bit	nincs	NVIDIA		802.11 b/g/n	0,90 MP	2 db	1 db	1 db	Igen	10/100 Mb/s			Li-ion	48 wattóra		65 watt	Fém + műanyag	Fekete					Sztereó	Igen			4.0	1 db				TN	Igen		8 GB				Narancs															
LENOVO S510P 59-402693 15,6"/Intel Core 2955U/4GB/500B/DVD író/fekete notebook	0 Ft	1366x768	15,6 "		Fényes	Intel	Pentium	Intel Celeron 2955U (1,4 GHz, 2 MB)	4,0 GB	DDR3-1600MHz		HDD	500 GB	5400 rpm	Intel HD Graphics	2,28 kg	4	FreeDOS	DVD író	Intel		802.11 b/g/n	0,90 MP				Igen	10/100 Mb/s	Igen			41 wattóra		45 watt	Műanyag	Fekete				S510p	sztereó	Igen	Igen		4.0																											
LENOVO ThinkPad E531 N4I2AHV 15,6"/Intel Core i5-3230M 3,2GHz/4GB/128GB SSD/DVD író/fekete/Win 7/8 notebook	0 Ft				Matt	Intel	Core i5	Intel Core i5-3230M (2,6 GHz, 3 MB)	4,0 GB	DDR3-1600MHz		SSD	128 GB		Intel HD Graphics	2,46 kg	6	Windows 7 Professional 64bit és Windows 8 Professional 64 bit	DVD író	Intel		802.11 b/g/n	0,90 MP	1 db	1 db	1 db	Igen	10/100 Mb/s	Igen	Igen	Lítium-ion	48 wattóra		65 watt	Műanyag	Fekete	377,00 mm	29,60 mm	250,0 mm	E531	sztereó	Igen	Igen		4.0	2 db																	Igen		Igen							
LENOVO ThinkPad E540 20C60043HV 15,6"/Intel Core i5-4200M/4GB/500GB/DVD író/fekete notebook	0 Ft				Matt	Intel	Core i5	Intel Core i5-4200M (2,5 GHz, 3MB)	4,0 GB	DDR3-1600MHz		HDD	500 GB		Intel HD Graphics	2,44 kg	6	FreeDOS	DVD író	Intel		802.11 b/g/n	0,90 MP				Igen	10/100 Mb/s	Igen							Fekete		39,60 mm		E540	sztereó	Igen			4.0																		Igen									
LENOVO ThinkPad L430 N2L5AHV 15,6"/Intel Core i3-3120M/4GB/500GB/DVD író/Win7/8 Pro fekete notebook	0 Ft				Matt	Intel	Core i3	Intel Core i3-3120M (2,5 GHz, 3MB)	4,0 GB	DDR3-1600MHz		HDD	500 GB		Intel HD Graphics	2,32 kg	6	Windows 7 Professional 64bit és Windows 8 Professional 64 bit	DVD író	Intel		802.11 b/g/n	0,90 MP	3 db	1 db	1 db	Igen	10/100 Mb/s	Igen	Igen	Lítium-ion			65 watt	Műanyag	Fekete	354,00 mm	31,40 mm	343,0 mm	L430	sztereó	Igen			4.0	1 db																	Igen									
LENOVO ThinkPad S540 20B3002GHV 15,6" FHD/Intel Core i5-4200U/4GB/1TB/8670-2G/fekete notebook	0 Ft				Matt	Intel	Core i5	Intel Core i5-4200U (1,6 GHz, 3 MB)	4,0 GB	DDR3-1600MHz		HDD	1000 GB		AMD Radeon HD 8670M 2GB DDR5	2,11 kg		FreeDOS		AMD		802.11 b/g/n	0,90 MP				Igen	10/100 Mb/s	Igen							Fekete		39,60 mm		S540	sztereó	Igen			4.0				Igen														Igen									
LENOVO Thinkpad T430 N1XPVHV 14"/Intel Core i5-3230M 3,2GHz/4GB/500GB/NVS5400 2GB/DVD író/fekete/Win 7/8 Pro notebook	0 Ft	1600x900	14,0 "			Intel	Core i5	Intel Core i5-3230M (2,6 GHz, 3 MB)	4,0 GB	DDR3L-1600MHz	2 db	HDD	500 GB	7200 rpm	nVidia NVS 5400 2GB	2,17 kg	6	Windows 7 Professional 64bit és Windows 8 Professional 64 bit	DVD író	NVIDIA		802.11 a/g/n	0,90 MP	2 db	1 db		Igen		Igen			57 wattóra			Carbon	Fekete	340,00 mm	233,00 mm	30,0 mm	ThinkPad T430	Sztereó	Igen			4.0	2 db																			Igen		3G (UMTS)			1 db		
LENOVO ThinkPad T431s 20AA0014HV 15,6"/Intel Core i5-3337U/4GB/128GB SSD/Win 7/8 Pro notebook	0 Ft				Matt	Intel	Core i5	Intel Core i5-3337U (1,8 GHz, 3MB)	4,0 GB	DDR3-1600MHz	1 db	SSD	128 GB		Intel HD Graphics	1,63 kg	3	Windows 7 Professional 64bit és Windows 8 Professional 64 bit		Intel		802.11 b/g/n	0,90 MP		1 db		Igen	10/100/1000 Mb/s	Igen	Igen	Li-polymer	47 wattóra			Carbon + Magnézium	Fekete	331,00 mm	20,65 mm	226,0 mm	T431s	sztereó	Igen			4.0	2 db			Igen																Igen		3G (UMTS)			1 db		
LENOVO Thinkpad T530 N1E85HV 15,6"/Intel Core i5-3230M 3,2GHz/4GB/240GB SSD/DVD író/fekete/Win 8 Pro notebook	0 Ft	1600x900	15,6 "		Matt	Intel	Core i5	Intel Core i5-3230M (2,6 GHz, 3 MB)	4,0 GB	DDR3-1600MHz		SSD	240 GB		Intel® HD Graphics 4000	2,50 kg	6	Windows 7 Professional 64bit és Windows 8 Professional 64 bit	DVD író	Intel	1 x 4	802.11 a/g/n	0,90 MP	1 db	1 db		Igen		Igen						Carbon + Magnézium	Fekete	245,00 mm	35,60 mm	373,0 mm	ThinkPad T530	Sztereó	Igen			4.0	2 db																ExpressCard/34	Igen		Igen					1 db		
LENOVO U510 59-393097 15,6"/Intel Core i3-3217U 1,8GHz/4GB/1000GB/DVD író/szürke notebook	0 Ft	1366x768	15,6 "		Fényes	Intel	Core i3	Intel Core i3-3217U (1,8 GHz, 3 MB)	4,0 GB	DDR3-1600MHz	2 db	HDD	1000 GB	5400 rpm	Intel® HD Graphics 4000	2,20 kg		FreeDOS	DVD Super Multi	Intel	1 x 4	802.11 b/g/n	1,00 MP	2 db	1 db	1 db	Igen	10/100 Mb/s	Igen		Lítium-ion	45 wattóra		65 watt	Fém	Sötétszürke	382,00 mm	21,00 mm	250,0 mm	U510	sztereó	Igen	Igen		4.0	1 db																				EPEAT Silver						
LENOVO U510 59-393107 15,6"/Intel Core i3-3217U 1,8GHz/4GB/1000GB/GT720 2GB/szürke notebook	0 Ft	1366x768	15,6 "		Fényes	Intel	Core i3	Intel Core i3-3217U (1,8 GHz, 3 MB)	4,0 GB	DDR3-1600MHz	2 db	HDD	1000 GB	5400 rpm	NVIDIA GeForce GT 720M 2GB	2,20 kg		FreeDOS	DVD Super Multi	nVidia	1 x 4	802.11 b/g/n	1,00 MP	2 db	1 db	1 db	Igen	10/100 Mb/s	Igen		Lítium-ion	45 wattóra		65 watt	Fém	Sötétszürke	382,00 mm	21,00 mm	250,0 mm	U510	sztereó	Igen	Igen		4.0	1 db																				EPEAT Silver						
LENOVO Yoga 59-390585 13,3" Multi-Touch/Intel Core i3-3217U 1,8GHz/8GB/128GB SSD/szürke/Win8 notebook	0 Ft	1600x900	13,3 "		Fényes	Intel	Core i3	Intel Core i3-3217U (1,8 GHz, 3 MB)	8,0 GB	DDR3-1600MHz	1 db	SSD	128 GB		Intel® HD Graphics 4000	1,50 kg	4	Windows 8		Intel	1 x 8	802.11 b/g/n	1,00 MP	1 db		1 db	Igen	10/100 Mb/s	Igen		Lítium-ion	54 wattóra		65 watt	Fém	Szürke	333,00 mm	17,00 mm	225,0 mm	Yoga	sztereó	Igen			4.0	1 db																										
LENOVO Z510 59-390308 15,6"/Intel Core i7-4702MQ 3,2GHz/8GB/1000GB+8GB SSHD/GT740 2GB/DVD író/fekete notebook	0 Ft	1366x768	15,6 "		Matt	Intel	Core i7	Intel Core i7-4702MQ (2,2 GHz, 6 MB)	8,0 GB	DDR3-1600MHz	2 db	SSHD	1000 GB	5400 rpm	NVIDIA GeForce GT 740M 2GB	2,20 kg	4	FreeDOS	DVD író	NVIDIA		802.11 b/g/n	0,90 MP	2 db	1 db	1 db	Igen		Igen		Li-ion	48 wattóra			Fém + műanyag	Fekete	375,00 mm	25,00 mm	263,0 mm		Sztereó	Igen	Igen		4.0	1 db						SSD	8 GB																			
LENOVO Z510 59-403832 15,6"/Intel Core i7-4702MQ 3,2GHz/4GB/1000GB/GT740 2GB/DVD író/fekete notebook	0 Ft	1366x768	15,6 "		Matt	Intel	Core i7	Intel Core i7-4702MQ (2,2 GHz, 6 MB)	4,0 GB	DDR3-1600MHz	2 db	HDD	1000 GB	5400 rpm	NVIDIA GeForce GT 740M 2GB	2,20 kg	4	FreeDOS	DVD író	NVIDIA		802.11 b/g/n	0,90 MP	2 db	1 db	1 db	Igen		Igen		Li-ion	48 wattóra			Fém + műanyag	Fekete	375,00 mm	25,00 mm	263,0 mm		Sztereó	Igen	Igen		4.0	1 db			Igen																							
LENOVO Z510 59-403847 15,6"/Intel Dual-Core Pentium 3550M 2,3GHz/4GB/1000GB/DVD író/fehér notebook	0 Ft	1366x768	15,6 "		Matt	Intel	Pentium	Intel Pentium Dual-Core 3550 (2,3 GHz, 2MB)	4,0 GB	DDR3-1600MHz		HDD	1000 GB	5400 rpm	Intel HD Graphics	2,33 kg	4	FreeDOS	DVD író	Intel		802.11 b/g/n	1,00 MP			1 db	Igen	10/100 Mb/s	Igen			48 wattóra		65 watt	Fém + műanyag	Fehér				Z510	sztereó	Igen	Igen		4.0																											
LENOVO Z710 59-390191 17,3"FHD/Intel Core i5-4200M 3,1GHz/6GB/1000GB+8GSSHD/GT745M 2GB/DVD író/fekete notebook	0 Ft	1920x1080	17,3 "		Fényes	Intel	Core i5	Intel Core i5-4200M (2,5 GHz, 3MB)	6,0 GB	DDR3-1600MHz		SSHD	1000 GB	5400 rpm	NVIDIA GeForce GT 745M 2GB	2,90 kg	4	FreeDOS	DVD író	nVidia		802.11 b/g/n	0,90 MP			1 db	Igen	10/100 Mb/s	Igen			41 wattóra		90 watt	Fém + műanyag	Fekete				Z710	sztereó	Igen	Igen		4.0				Igen				8 GB																			
PACKARD BELL EASYNOTE F5211-HC-851HG 15,6"/Intel Pentium Dual-Core B970 2,3Hz/8GB/500GB/DVD író/Fekete notebook	0 Ft	1366x768	15,6 "		Fényes	Intel		Intel Pentium Dual-Core B970 (2,3 GHz, 2 MB)	8,0 GB	DDR3-1066MHz	2 db	HDD	500 GB	5400 rpm		2,60 kg	6	Linux	DVD Super Multi	Intel	2 x 4	802.11 b/g/n	1,30 MP	3 db	1 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Lítium-ion			65 watt	Műanyag	Fekete	381,60 mm	33,20 mm	253,0 mm	Easynote TE11	Sztereó	Igen	Igen	39,62 cm																												
Packard Bell ENME69BMP-28052G50nii 10"/ Intel Bay Trail N2805 1,46GHz/2GB/500GB/Win8 ST notebook	0 Ft	1366x768	10,1 "			Intel	Celeron	Intel Celeron 2805 (1,46 GHz, 1 MB)	2,0 GB	DDR3L-1600MHz		HDD	500 GB	5400 rpm			3	Windows 8 32 bit				802.11 b/g/n	0,90 MP						Igen		Li-ion			40 watt							Sztereó	Igen			Van					TN	Igen																					
Samsung NP270E5E-K04HU 15,6"/Intel Pentium Dual-Core 2117U 1,8GHz/4GB/500GB/DVD író/Win8/Fekete notebook	0 Ft	1366x768	15,6 "		Matt	Intel	Pentium	Intel Pentium Dual-Core 2117U (1,8 GHz, 2 MB)	4,0 GB	DDR3-1600MHz	2 db	HDD	500 GB	5400 rpm	Intel HD Graphics	2,20 kg	6	Windows 8 64 bit	DVD Super Multi	Intel	1 x 4	802.11 b/g/n		3 db	1 db	1 db	Igen	10/100 Mb/s	Igen	Igen		48 wattóra				Fekete	376,00 mm	248,00 mm	31,8 mm	Samsung ATIV Book 2	Sztereó	Igen	Igen		4.0														72h pixelhiba garancia													
Samsung NP270E5E-X05HU 15,6"/Intel Core i3-3120M 2,5GHz/4GB/500GB/GT710/DVD író/Win8/Fekete notebook	0 Ft	1366x768	15,6 "		Matt	Intel	Core i3	Intel Core i3-3120M (2,5 GHz, 3MB)	4,0 GB	DDR3-1600MHz	2 db	HDD	500 GB	5400 rpm	NVIDIA GeForce 710M 1GB	2,20 kg	6	Windows 8 64 bit	DVD Super Multi	NVIDIA	1 x 4	802.11 b/g/n		3 db	1 db	1 db	Igen	10/100 Mb/s	Igen	Igen		48 wattóra				Fekete	376,00 mm	248,00 mm	31,8 mm	Samsung ATIV Book 2	Sztereó	Igen	Igen		4.0														72h pixelhiba garancia													
Samsung NP270E5V-K02HU 15,6"/Intel Pentium Dual-Core 2117U 1,8GHz/4GB/500GB/DVD író/Fekete notebook	0 Ft	1366x768	15,6 "		Matt	Intel	Pentium	Intel Pentium Dual-Core 2117U (1,8 GHz, 2 MB)	4,0 GB	DDR3-1600MHz	2 db	HDD	500 GB	5400 rpm	Intel HD Graphics	2,20 kg	6	FreeDOS	DVD Super Multi	Intel	1 x 4	802.11 b/g/n		3 db	1 db	1 db	Igen	10/100 Mb/s	Igen	Igen		48 wattóra				Fekete	376,00 mm	248,00 mm	31,8 mm	Samsung ATIV Book 2	Sztereó	Igen	Igen		4.0														72h pixelhiba garancia													
Samsung NP270E5V-X03HU 15,6"/Intel Core i3-3120M 2,5GHz/4GB/500GB/GT710/DVD író/Fekete notebook	0 Ft	1366x768	15,6 "		Matt	Intel	Core i3	Intel Core i3-3120M (2,5 GHz, 3MB)	4,0 GB	DDR3-1600MHz	2 db	HDD	500 GB	5400 rpm	NVIDIA GeForce 710M 1GB	2,20 kg	6	FreeDOS	DVD Super Multi	NVIDIA	1 x 4	802.11 b/g/n		3 db	1 db	1 db	Igen	10/100 Mb/s	Igen	Igen		48 wattóra				Fekete	376,00 mm	248,00 mm	31,8 mm	Samsung ATIV Book 2	Sztereó	Igen	Igen		4.0														72h pixelhiba garancia													
Samsung NP450R5E-X01HU 15,6"/Intel Core i5-3230M 2,6GHz/4GB/500GB/GT710/Win8/Fehér notebook	0 Ft	1366x768	15,6 "		Matt	Intel	Core i5	Intel Core i5-3230M (2,6 GHz, 3MB)	4,0 GB	DDR3-1600MHz	2 db	HDD	500 GB	5400 rpm	NVIDIA GeForce 710M 2GB	1,99 kg	3	Windows 8 64 bit		NVIDIA	1 x 4	802.11 a/b/g/n		2 db	1 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen		43 wattóra				Fehér	376,00 mm	248,00 mm	22,9 mm	Samsung ATIV Book 4	Sztereó	Igen	Igen		4.0	1 db													72h pixelhiba garancia												Igen	
Samsung NP450R5E-X03HU 15,6"/Intel Core i3-3120M 2,5GHz/4GB/500GB/GT710/Win8/Piros notebook	0 Ft	1366x768	15,6 "		Matt	Intel	Core i3	Intel Core i3-3120M (2,5 GHz, 3MB)	4,0 GB	DDR3-1600MHz	2 db	HDD	500 GB	5400 rpm	NVIDIA GeForce 710M 2GB	1,99 kg	3	Windows 8 64 bit		NVIDIA	1 x 4	802.11 a/b/g/n		2 db	1 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen		43 wattóra				Piros	376,00 mm	248,00 mm	22,9 mm	Samsung ATIV Book 4	Sztereó	Igen	Igen		4.0	1 db											Fehér		72h pixelhiba garancia												Igen	
Samsung NP540U4E-K01HU 14" Touch Screen/Intel Core i5-3337U 1,8GHz/4GB/500GB+24SSD/Win8/Fekete notebook	0 Ft	1366x768	14,0 "		Matt	Intel	Core i5	Intel Core i5-3337U (1,8 GHz, 3MB)	4,0 GB	DDR3-1600MHz	1 db	HDD	500 GB	5400 rpm	Intel HD 4000	1,83 kg	4	Windows 8 64 bit		Intel	1 x 4	802.11 a/b/g/n		2 db		1 db	Igen	10/100/1000 Mb/s	Igen	Igen		57 wattóra				Fekete	338,00 mm	234,00 mm	19,5 mm	Samsung ATIV Book 5	JBL sztereo hangszórók	Igen			4.0	1 db						SSD	24 GB						72h pixelhiba garancia												Igen	
Samsung NP740U3E-X01HU 13,3" FHD Touch/Intel Core i5-3337U 1,8GHz/4GB/128GB SSD/HD8750M/Win8/Fekete notebook	0 Ft	1920x1080	13,3 "			Intel	Core i5	Intel Core i5-3337U (1,8 GHz, 3MB)	4,0 GB	DDR3-1600MHz	1 db	SSD	128 GB		AMD Radeon HD 8570M 1GB GDDR3	1,65 kg	4	Windows 8 64 bit		AMD	2 x 2	802.11 a/b/g/n		2 db		1 db	Igen	10/100/1000 Mb/s	Igen	Igen		57 wattóra				Fekete	324,00 mm	224,00 mm	18,9 mm	Samsung ATIV Book 7	JBL sztereo hangszórók	Igen			4.0	1 db			Igen										72h pixelhiba garancia												Igen	
Samsung NP900X3E-K01HU 13,3" FHD/Intel Core i7-3537U 2,0 GHz/4GB/256GB SSD/Win8/Fekete notebook	0 Ft	1920x1080	13,3 "		Matt	Intel	Core i7	Intel Core i7-3537U (2,0 GHz, 4MB)	4,0 GB	DDR3-1600MHz	0 db	SSD	256 GB		Intel HD 4000	1,16 kg	4	Windows 8 64 bit		Intel	1 x 4	802.11 a/b/g/n		1 db		1 db	Igen	10/100/1000 Mb/s	Igen			44 wattóra				Fekete	313,80 mm	218,50 mm	12,9 mm	Samsung ATIV Book 9	Sztereó	Igen			4.0	1 db			Igen										72h pixelhiba garancia												Igen	
Samsung NP900X3E-K02HU 13,3" FHD/Intel Core i5-3337U 1,8 GHz/4GB/256GB SSD/Win8/Fekete notebook	0 Ft	1920x1080	13,3 "		Matt	Intel	Core i5	Intel Core i5-3337U (1,8 GHz, 3MB)	4,0 GB	DDR3-1600MHz	0 db	SSD	256 GB		Intel HD 4000	1,16 kg	4	Windows 8 64 bit		Intel	1 x 4	802.11 a/b/g/n		1 db		1 db	Igen	10/100/1000 Mb/s	Igen			44 wattóra				Fekete	313,80 mm	218,50 mm	12,9 mm	Samsung ATIV Book 9	Sztereó	Igen			4.0	1 db			Igen										72h pixelhiba garancia												Igen	
Samsung NP915S3G-K01HU 13,3" Touch/Quad-Core 1,4GHz/4GB/128GB SSD/Win8 fehér notebook	0 Ft	1366x768	13,3 "		Fényes			Quad-Core 1,4 GHz	4,0 GB	DDR3-1066MHz	0 db	SSD	128 GB		AMD Radeon™ HD	1,58 kg	2	Windows 8 64 bit		AMD	1 x 4	802.11 b/g/n		1 db			Igen	10/100/1000 Mb/s	Igen			30 wattóra			Műanyag	Fehér	324,00 mm	224,00 mm	17,4 mm		Sztereó	Igen			4.0	1 db	1 db												72 órás pixelgarancia subpixelekre is													
