TermékNév	Ár	TFT	TFT Szabány	TFT Méret	TFT Méret +	TFT Felb.	TFT X	TFT Y	TFT Arány	TFT Típus	TFT Touch	TFT Fok	TFT Színhű	CPU	CPU Gyártó	CPU Család	CPU Magok	CPU Frek.	CPU Turbo	CPU SS	CPU Cache	CPU RAM Max	CPU 64	CPU Tech	CPU Wh	CPU Virt	CPU HT	RAM	RAM Méret	RAM Típus	HDD	HDD Típus	HDD 2	HDD 2 Típus	GPU	GPU Gyártó	GPU Család	GPU Típus	GPU Mem	GPU Mem Típus	GPU Tech	GPU DX	GPU Shader	GPU OGL	Súly	Akku	Akku Cella	Akku Wh	Akku Típus	Akku Idő	ODD	ODD Hely	ODD CD	ODD DVD	ODD BR	OS	OS Család	OS Típus	OS Nyelv	OS 32/64	Modell	Kategória	Egyéb	LAN	WLAN	BT	CR	USB	VGA ki	HDMI	Audio	Mikrofon	Kamera	Bill.	Bill. Szín	Bill. Gombok	FP	Kensington	Széles	Mély	Magas	HDD RPM	HSDPA	ExpressCard	Dokk	USB 3	eSata	FW	DP	Mikrofon be	Bill. Num	Multitouch	AC	Backlit KB	TPM	Utazó akkumulátor csatlakozó	Modem	Com	Éjjeli megvilágítás	Beépített kamera	Vonal bemenet	TFT 3D
SAMSUNG Ativ Book 450R notebook (fehér)	129842 Ft	15.6" HD (1366x768) AG LED	WXGA	15,6 "	matt	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Core i3 3120M	Intel	Core i3	2	2,50 GHz	2,5 GHz	Igen	3 MB	32 GB	Igen	22 nm	35 W	Igen	Igen	4GB DDR3	4 GB	DDR3	500 GB	HDD			GeForce 710M / 2GB	NVIDIA	GeForce	dedikált (belépő szint)	2,0 GB	GDDR3	28 nm	11,0	5,0	4,1	2,0 kg	SAMSUNG 450R 3-cell	3	43 Wh	Li-Ion	normál						Windows 8 64bit hun	Windows 8	Home	Magyar	64 bit	SAMSUNG 450	közép kategória	otthoni	10/100/1000 gigabit	802.11(a/b/g/n) + WiDi 2x2	Igen	Igen	3 db USB	Igen	Igen	Igen	stereo	HD	Magyar billentyűzet	világos alapon sötét karakterek	2		Igen	376 mm	248 mm	23 mm	5400 fordulat/perc				1 db USB3				Igen	Igen	Igen	65 W										
LENOVO ThinkPad Edge E530c notebook	129055 Ft	15.6" HD (1366x768) AG LED	WXGA	15,6 "	matt	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Core i3 3110M	Intel	Core i3	2	2,40 GHz	2,4 GHz	Igen	3 MB	32 GB	Igen	22 nm	35 W	Igen	Igen	4GB DDR3	4 GB	DDR3	500 GB	HDD			GMA HD4000	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	22 nm	11,0	5,0	4,0	2,5 kg	LENOVO ThinkPad Edge E530/E535 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	LENOVO ThinkPad Edge	közép kategória	üzleti	10/100/1000 gigabit	802.11(b/g/n)	Igen	Igen	4 db USB	Igen	Igen	Igen	stereo	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	377 mm	245 mm	31 mm	5400 fordulat/perc				3 db USB3				Igen	Igen	Igen	65 W										
DELL Inspiron 3521 Obsidian Black notebook	77874 Ft	15.6" HD (1366x768) TrueLife LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Celeron 1017U	Intel	Celeron	2	1,60 GHz	1,6 GHz	Igen	2 MB	32 GB	Igen	22 nm	17 W	Igen	Igen	2GB DDR3	2 GB	DDR3	320 GB	HDD			GMA HD3000	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	32 nm	10,1	4,1	3,0	2,3 kg	DELL Inspiron 3521 4-cell	4	40 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	DELL Inspiron 15	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	4 db USB		Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	376 mm	259 mm	25 mm	5400 fordulat/perc				2 db USB3				Igen	Igen	Igen	65 W										
LENOVO ThinkPad Edge E535 notebook	110157 Ft	15.6" HD (1366x768) AG LED	WXGA	15,6 "	matt	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		AMD A6-4400M	AMD	A6 Series	2	2,70 GHz	3,2 GHz	Igen	1 MB	0 GB	Igen	32 nm	35 W	Igen		4GB DDR3	4 GB	DDR3	500 GB	HDD			Radeon HD 7520G	AMD	Radeon	integrált	0,0 GB	Rendszer memóriával megegyező	32 nm	11,0	5,0	4,2	2,5 kg	LENOVO ThinkPad Edge E530/E535 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	LENOVO ThinkPad Edge	közép kategória	üzleti	10/100/1000 gigabit	802.11(b/g/n)	Igen	Igen	4 db USB	Igen	Igen	Igen	stereo	HD	Magyar billentyűzet	sötét alapon világos karakterek	2	Igen	Igen	377 mm	245 mm	30 mm	7200 fordulat/perc				3 db USB3				Igen	Igen	Igen	65 W										
HP Pavilion g6-1308eh Charcoal Grey notebook	125905 Ft	15.6" HD (1366x768) BrightView LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Core i3 2350M	Intel	Core i3	2	2,30 GHz	2,3 GHz	Igen	3 MB	16 GB	Igen	32 nm	35 W	Igen	Igen	4GB DDR3	4 GB	DDR3	750 GB	HDD			Radeon HD 7450M / 1GB	AMD	Radeon	dedikált (közép kategória)	1,0 GB	GDDR5	40 nm	11,0	5,0	4,1	2,6 kg	HP Pavilion g6-1xxx 6-cell	6	47 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	HP Pavilion g6	belépő szint	otthoni	10/100	802.11(b/g/n)		Igen	3 db USB	Igen	Igen	Igen	stereo	SD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	374 mm	245 mm	30 mm	5400 fordulat/perc				0 db USB3				Igen		Igen	90 W										
TOSHIBA Satellite C855 notebook (fehér)	125905 Ft	15.6" HD (1366x768) TruBrite LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Core i3 2312M	Intel	Core i3	2	2,10 GHz	2,1 GHz	Igen	3 MB	16 GB	Igen	32 nm	35 W	Igen	Igen	4GB DDR3	4 GB	DDR3	500 GB	HDD			Radeon HD 7610M / 1GB	AMD	Radeon	dedikált (közép kategória)	1,0 GB	GDDR3	40 nm	11,0	5,0	4,1	2,3 kg	TOSHIBA Satellite C855 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Windows 8 64bit hun	Windows 8	Home	Magyar	64 bit	TOSHIBA Satellite C	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	mono	HD	Magyar billentyűzet	világos alapon sötét karakterek	2		Igen	380 mm	242 mm	34 mm	5400 fordulat/perc				1 db USB3				Igen	Igen	Igen	75 W										
LENOVO Ideapad G500 notebook	76299 Ft	15.6" HD (1366x768) VibrantView LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Celeron 1005M	Intel	Celeron	2	1,90 GHz	1,9 GHz	Igen	2 MB	32 GB	Igen	22 nm	35 W	Igen	Igen	4GB DDR3	4 GB	DDR3	1000 GB	HDD	1000 GB	HDD	GMA HD Graphics (Ivy Bridge)	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	22 nm	11,0	5,0	4,0	2,6 kg	6-cell Lithium-ion	6	0 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	LENOVO IdeaPad G	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB		Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	377 mm	250 mm	34 mm	5400 fordulat/perc				2 db USB3				Igen	Igen	Igen	65 W										
LENOVO Ideapad B590 notebook	116456 Ft	15.6" HD (1366x768) AG LED	WXGA	15,6 "	matt	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Core i3 3110M	Intel	Core i3	2	2,40 GHz	2,4 GHz	Igen	3 MB	32 GB	Igen	22 nm	35 W	Igen	Igen	4GB DDR3	4 GB	DDR3	320 GB	HDD			GeForce GT 720M / 1GB	NVIDIA	GeForce	dedikált (belépő szint)	1,0 GB	GDDR3	28 nm	11,0	5,0	4,3	2,4 kg	LENOVO IdeaPad B590 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	LENOVO IdeaPad B	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)		Igen	3 db USB	Igen	Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek			Igen	378 mm	252 mm	33 mm	5400 fordulat/perc				2 db USB3				Igen	Igen												
LENOVO IdeaPad G500 Metal notebook	116456 Ft	15.6" HD (1366x768) VibrantView LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Core i3 3110M	Intel	Core i3	2	2,40 GHz	2,4 GHz	Igen	3 MB	32 GB	Igen	22 nm	35 W	Igen	Igen	4GB DDR3	4 GB	DDR3	1000 GB	HDD			Radeon HD 8570M / 2GB	AMD	Radeon	dedikált (belépő szint)	2,0 GB	GDDR3	28 nm	11,1	5,0	4,3	2,6 kg	6-cell Lithium-ion	6	0 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	LENOVO IdeaPad G	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB		Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	377 mm	250 mm	34 mm	5400 fordulat/perc				2 db USB3				Igen	Igen		65 W										
HP Pavilion 15-e001sh Sparkling Black notebook	114094 Ft	15.6" HD (1366x768) BrightView LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium 2020M	Intel	Pentium	2	2,40 GHz	2,4 GHz	Igen	2 MB	32 GB	Igen	22 nm	35 W	Igen		4GB DDR3	4 GB	DDR3	750 GB	HDD			Radeon HD 8670 / 1GB	AMD	Radeon	dedikált (közép kategória)	1,0 GB	GDDR3	28 nm	11,1	5,0	4,3	2,4 kg	HP Pavilion 15-exxx 6-cell	6	47 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	HP Pavilion 15	közép kategória	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	379 mm	246 mm	32 mm	5400 fordulat/perc				2 db USB3				Igen	Igen	Igen	90 W										
LENOVO IdeaPad G500 notebook	90472 Ft	15.6" HD (1366x768) VibrantView LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium 2020M	Intel	Pentium	2	2,40 GHz	2,4 GHz	Igen	2 MB	32 GB	Igen	22 nm	35 W	Igen	Igen	4GB DDR3	4 GB	DDR3	1000 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	2,6 kg	4-cell Lithium-ion	4	0 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	LENOVO IdeaPad G	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB		Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	377 mm	250 mm	34 mm	5400 fordulat/perc				2 db USB3				Igen	Igen		65 W										
ACER Aspire E1-572 notebook (fekete)	112519 Ft	15.6" HD (1366x768) AG LED	WXGA	15,6 "	matt	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Core i5 4200U	Intel	Core i5	2	1,60 GHz	2,6 GHz	Igen	3 MB	16 GB	Igen	22 nm	15 W	Igen	Igen	4GB DDR3	4 GB	DDR3	1000 GB	HDD													2,4 kg	4-cell Lithium-ion	4	0 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	ACER Aspire E series	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)		Igen	3 db USB	Igen	Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek				382 mm	256 mm	25 mm	5400 fordulat/perc								Igen	Igen												
ACER V5-122P notebook (ezüst)	110157 Ft	11.6" Multi-Touch HD (1366x768) Glare LED	WXGA	11,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	igen (passzív)	normál		AMD A6-1450	AMD	A6 Series	4	1,00 GHz	1,4 GHz	Igen	2 MB	32 GB	Igen	28 nm	15 W	Igen		4GB DDR3	4 GB	DDR3	500 GB	HDD			Radeon HD 8250	AMD	Radeon	integrált	0,0 GB	Rendszer memóriával megegyező	28 nm	11,1	5,0	4,2	1,2 kg											Windows 8 64bit hun	Windows 8	Home	Magyar	64 bit	ACER V5			10/100/1000 gigabit	802.11(b/g/n)	Igen	Igen	2 db USB	Igen	Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek			Igen	289 mm	206 mm	21 mm	5400 fordulat/perc				1 db USB3				Igen		Igen											
HP Pavilion 17-e050sh Sparkling Black notebook	109370 Ft	17.3" HD+ (1600x900) BrightView LED	WXGA++	17,3 "	fényes	HD+ (900p képes)	1600 pixel	900 pixel	16:9	LED TFT	nem	normál		AMD A4-5000M	AMD	A4 Series	4	1,50 GHz	1,5 GHz		2 MB	32 GB	Igen	28 nm	15 W	Igen		4GB DDR3	4 GB	DDR3	750 GB	HDD			Radeon HD 8330	AMD	Radeon	integrált	0,0 GB	Rendszer memóriával megegyező	28 nm	11,1	5,0	4,3	2,9 kg	HP Pavilion 17-exxx 6-cell	6	47 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	HP Pavilion 17	közép kategória	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	420 mm	267 mm	33 mm	5400 fordulat/perc				2 db USB3				Igen	Igen	Igen	65 W										
LENOVO IdeaPad G505s notebook	103858 Ft	15.6" HD (1366x768) VibrantView LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		AMD A8-4500M	AMD	A8 Series	4	1,90 GHz	2,8 GHz	Igen	4 MB	32 GB	Igen	32 nm	35 W	Igen		4GB DDR3	4 GB	DDR3	1000 GB	HDD	1000 GB	HDD	Radeon HD 8570M / 2GB	AMD	Radeon	dedikált (belépő szint)	2,0 GB	GDDR3	28 nm	11,1	5,0	4,3	2,6 kg	4-cell Lithium-ion	4	0 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	LENOVO IdeaPad G	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB		Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	377 mm	250 mm	34 mm	5400 fordulat/perc				2 db USB3				Igen	Igen		65 W										
LENOVO IdeaPad G505 notebook	74724 Ft	15.6" HD (1366x768) VibrantView LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		AMD E1-1200	AMD	E-Series	2	1,40 GHz	1,4 GHz	Igen	1 MB	16 GB	Igen	40 nm	18 W	Igen		4GB DDR3	4 GB	DDR3	500 GB	HDD			Radeon HD 8210	AMD	Radeon	integrált	0,0 GB	Rendszer memóriával megegyező	28 nm	11,1	5,0	4,1	2,6 kg	4-cell Lithium-ion	4	0 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	LENOVO IdeaPad G	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB		Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	377 mm	250 mm	34 mm	5400 fordulat/perc				2 db USB3				Igen	Igen		65 W										
LENOVO IdeaPad S400 notebook (szürke)	107008 Ft	14.0" HD (1366x768) VibrantView LED	WXGA	14,0 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium 987	Intel	Pentium	2	1,50 GHz	1,5 GHz	Igen	2 MB	16 GB	Igen	32 nm	17 W			4GB DDR3	4 GB	DDR3	500 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	1,8 kg	LENOVO IdeaPad S400/M490s 4-cell	4	32 Wh	Li-Ion	normál						FreeDOS	FreeDOS	FreeDos	Angol	32 bit	LENOVO IdeaPad S	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)	Igen	Igen	3 db USB		Igen	Igen	stereo	HD	Magyar billentyűzet	sötét alapon világos karakterek				337 mm	241 mm	22 mm	5400 fordulat/perc				1 db USB3				Igen		Igen	40 W										
ASUS X450CC notebook (szürke)	106220 Ft	14.0" HD (1366x768) ColorShine LED	WXGA	14,0 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Core i3 3217U	Intel	Core i3	2	1,80 GHz	1,8 GHz	Igen	3 MB	32 GB	Igen	22 nm	17 W	Igen	Igen	4GB	4 GB	-	750 GB	HDD			GeForce GT 720M / 2GB	NVIDIA	GeForce	dedikált (belépő szint)	2,0 GB	GDDR3	28 nm	11,0	5,0	4,3	2,1 kg	4-cell Lithium-ion	4	0 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	ASUS X4xx	belépő szint	otthoni		802.11(b/g/n)	Igen	Igen	2 db USB	Igen	Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	348 mm	241 mm	24 mm	5400 fordulat/perc				1 db USB3				Igen		Igen	60 W										
LENOVO IdeaPad B590 notebook	99134 Ft	15.6" HD (1366x768) AG LED	WXGA	15,6 "	matt	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium 2020M	Intel	Pentium	2	2,40 GHz	2,4 GHz	Igen	2 MB	32 GB	Igen	22 nm	35 W	Igen		4GB DDR3	4 GB	DDR3	1000 GB	HDD			GeForce GT 610M / 1GB	NVIDIA	GeForce	dedikált (közép kategória)	1,0 GB	GDDR3	40 nm	11,0	5,0	4,1	2,5 kg	LENOVO IdeaPad B590 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	LENOVO IdeaPad B	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)	Igen	Igen	4 db USB	Igen	Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	378 mm	252 mm	33 mm	5400 fordulat/perc				2 db USB3				Igen	Igen		90 W										
LENOVO Ideapad G505 notebook	102283 Ft	15.6" HD (1366x768) VibrantView LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		AMD A4-5000M	AMD	A4 Series	4	1,50 GHz	1,5 GHz		2 MB	32 GB	Igen	28 nm	15 W	Igen		4GB DDR3	4 GB	DDR3	1000 GB	HDD			Radeon HD 8570M / 1GB	AMD	Radeon	dedikált (közép kategória)	1,0 GB	GDDR5	28 nm	11,1	5,0	4,2	2,6 kg	6-cell Lithium-ion	6	0 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	LENOVO IdeaPad G	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB		Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	377 mm	250 mm	34 mm	5400 fordulat/perc				2 db USB3				Igen	Igen		65 W										
ACER Aspire E1-571 notebook (fekete)	95984 Ft	15.6" HD (1366x768) CrystalBright LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Core i3 3110M	Intel	Core i3	2	2,40 GHz	2,4 GHz	Igen	3 MB	32 GB	Igen	22 nm	35 W	Igen	Igen	4GB DDR3	4 GB	DDR3	750 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	2,5 kg	ACER Aspire E1-5xx 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	ACER Aspire E series	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	mono	HD	Magyar billentyűzet	sötét alapon világos karakterek			Igen	382 mm	253 mm	33 mm	5400 fordulat/perc								Igen	Igen		65 W										
LENOVO Ideapad G500 Metal notebook	84173 Ft	15.6" HD (1366x768) VibrantView LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium 2020M	Intel	Pentium	2	2,40 GHz	2,4 GHz	Igen	2 MB	32 GB	Igen	22 nm	35 W	Igen		4GB DDR3	4 GB	DDR3	500 GB	HDD			GMA HD Graphics (Ivy Bridge)	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	22 nm	11,0	5,0	4,0	2,6 kg	6-cell Lithium-ion	6	0 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	LENOVO IdeaPad G	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB		Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek			Igen	377 mm	250 mm	34 mm	5400 fordulat/perc				2 db USB3				Igen	Igen	Igen	65 W										
LENOVO Ideapad G500s notebook	98346 Ft	15.6" HD (1366x768) VibrantView LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium 2020M	Intel	Pentium	2	2,40 GHz	2,4 GHz	Igen	2 MB	32 GB	Igen	22 nm	35 W	Igen		4GB DDR3	4 GB	DDR3	500 GB	HDD			GMA HD Graphics (Ivy Bridge)	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	22 nm	11,0	5,0	4,0	2,6 kg						DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	FreeDOS	FreeDOS	FreeDos	Angol	32 bit	LENOVO IdeaPad G	belépő szint	otthoni	10/100	802.11(b/g/n)	Igen	Igen	3 db USB		Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek			Igen	377 mm	250 mm	34 mm	5400 fordulat/perc				2 db USB3				Igen	Igen		65 W										
ASUS X502CA notebook (fekete)	73937 Ft	15.6" HD (1366x768) ColorShine LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium 2117U	Intel	Pentium	2	1,80 GHz	1,8 GHz	Igen	2 MB	32 GB	Igen	22 nm	17 W	Igen	Igen	4GB DDR3	4 GB	DDR3	500 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	2,0 kg	ASUS X502 2-cell	2	38 Wh	Li-Ion Polymer	kiváló						FreeDOS	FreeDOS	FreeDos	Angol	32 bit	ASUS X5xx	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)		Igen	3 db USB	Igen	Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	383 mm	258 mm	20 mm	5400 fordulat/perc	4G			1 db USB3				Igen	Igen												
ASUS X502CA notebook (fehér)	72362 Ft	15.6" HD (1366x768) ColorShine LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Celeron 1007U	Intel	Celeron	2	1,50 GHz	1,5 GHz	Igen	2 MB	32 GB	Igen	22 nm	17 W	Igen	Igen	4GB DDR3	4 GB	DDR3	500 GB	HDD			GMA HD Graphics	Intel	(GMA)	integrált	0,0 GB	Rendszer memóriával megegyező	45 nm	10,0	4,0	2,1	2,0 kg	ASUS X502 2-cell	2	38 Wh	Li-Ion Polymer	kiváló						FreeDOS	FreeDOS	FreeDos	Angol	32 bit	ASUS X5xx	belépő szint	otthoni	10/100/1000 gigabit	802.11(b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	van	HD	Magyar billentyűzet	sötét alapon világos karakterek	2		Igen	383 mm	258 mm	20 mm	5400 fordulat/perc				1 db USB3				Igen	Igen		65 W										
ACER Aspire E1-531G notebook (fekete)	92834 Ft	15.6" HD (1366x768) CrystalBright LED	WXGA	15,6 "	fényes	HD (720p képes)	1366 pixel	768 pixel	16:9	LED TFT	nem	normál		Intel Pentium 2020M	Intel	Pentium	2	2,40 GHz	2,4 GHz	Igen	2 MB	32 GB	Igen	22 nm	35 W	Igen		4GB DDR3	4 GB	DDR3	750 GB	HDD			GeForce 710M / 2GB	NVIDIA	GeForce	dedikált (belépő szint)	2,0 GB	GDDR3	28 nm	11,0	5,0	4,1	2,5 kg	ACER Aspire E1-5xx 6-cell	6	48 Wh	Li-Ion	normál	DVD+/-RW DL	beépített	ír és olvas	ír és olvas	nincs	Linux	Linux	FreeDos	Magyar	32 bit	ACER Aspire E series	belépő szint	otthoni	10/100/1000 gigabit	802.11(a/b/g/n)	Igen	Igen	3 db USB	Igen	Igen	Igen	mono	HD	Magyar billentyűzet	sötét alapon világos karakterek			Igen	382 mm	253 mm	33 mm	5400 fordulat/perc								Igen	Igen		65 W										
