TermékNév	Ár	TFT Méret	TFT Típus	TFT Felb.	CPU	RAM	RAM Típus	HDD	GPU	Súly	Gar.	Akku	ODD	OS	LAN	WLAN	Modem	USB	USB 3	FP	CR	BT	FW	Audio	Kamera	TV in	VGA ki	Portok	HSDPA	Szín	Dokk	Szoftverek	Tartozék	Backlit KB	Info	Mely típushoz	Méret	Foglalat típusa	Kiszerelés	Magszám	Valós frekvencia	Szorzó	Cache	L1 Cache	L2 Cache	L3 Cache	FSB	Egyéb képességek	FDD	Busz
DELL NB Inspiron 5520 15.6" 1366x768, Intel Core i3-2370M 2.4GHz, 4GB, 500GB, DVD-RW, Radeon 7670, Linux, 6cell, piros	138840 Ft	15,6	Fényes	1366 x 768 (WXGA) 16	Intel Core i3	4096	DDRIII	500	AMD Radeon HD 7670M	2,9	1 év általános (jogszabály szerint) + 2 év (gyártó által biztosított helyszíni g	6 cella	DVD-RW +/-	Linux	10/100/1000	802.11b/g/n	Nem		4	Nem	8-1	4.0		Igen	1	Nem	D-Sub + HDMI	n.a.	Nincs	Piros	USB porton	Nincs rajta Numpad	CSERÉLHETŐ FEDLAPOS	Nem	http																
DELL NB Inspiron 5520 15.6" 1366x768, Intel Core i3-2370M 2.4GHz, 4GB, 500GB, DVD-RW, Radeon 7670, Linux, 6cell, narancssárga	138840 Ft	15,6	Fényes	1366 x 768 (WXGA) 16	Intel Core i3	4096	DDRIII	500	AMD Radeon HD 7670M	2,9	1 év általános (jogszabály szerint) + 2 év (gyártó által biztosított helyszíni g	6 cella	DVD-RW +/-	Linux	10/100/1000	802.11b/g/n	Nem		4	Nem	8-1	4.0		Igen	1	Nem	D-Sub + HDMI	n.a.	Nincs	Narancssárga	USB porton	Nincs rajta Numpad	CSERÉLHETŐ FEDLAPOS	Nem	http																
DELL NB Vostro 3460 14.0" Intel Core i3-2370 2.4GHz, 4GB, 500GB, DVD-RW, GeForce GT630 1GB, Linux, 6cell, Bronz	164528 Ft	14	Matt	1366 x 768 (WXGA) 16	Intel Core i3	4096	DDRIII	500	nVIDIA GeForce GT 630M + 1GB VRAM	2,23	1 év általános (jogszabály szerint) + 2 év (gyártó által biztosított helyszíni g	6 cella	DVD-RW +/-	Ubuntu Linux	10/100/1000	802.11b/g/n	Nem		4	Nem	8-1	4.0		Igen	1	Nem	D-Sub + HDMI	n.a.	Nincs	Bronz	USB porton		34mm Express Card	Igen	http																
DELL NB Vostro 3460 14.0" Intel Core i3-2370 2.4GHz, 4GB, 500GB, DVD-RW, GeForce GT630 1GB, Linux, 6cell, Piros	164528 Ft	14	Matt	1366 x 768 (WXGA) 16	Intel Core i3	4096	DDRIII	500	nVIDIA GeForce GT 630M + 1GB VRAM	2,23	1 év általános (jogszabály szerint) + 2 év (gyártó által biztosított helyszíni g	6 cella	DVD-RW +/-	Ubuntu Linux	10/100/1000	802.11b/g/n	Nem		4	Nem	8-1	4.0		Igen	1	Nem	D-Sub + HDMI	n.a.	Nincs	Piros	USB porton			Igen	http																
DELL NB Vostro 3460 14.0" Intel Core i5-3210 2.5GHz, 4GB, 500GB, DVD-RW, Intel HD, Linux, 6cell, Bronz	182936 Ft	14	Matt	1366 x 768 (WXGA) 16	Intel Core i5	4096	DDRIII	500	Intel HD Graphics 4000	2,23	1 év általános (jogszabály szerint) + 2 év (gyártó által biztosított helyszíni g	6 cella	DVD-RW +/-	Ubuntu Linux	10/100/1000	802.11b/g/n	Nem		4	Nem	8-1	4.0		Igen	1	Nem	D-Sub + HDMI	n.a.	Nincs	Bronz	USB porton		34mm Express Card	Igen	http																
SONY NB Vaio VPC-SB4S9E 13.3" WXGA Core i5-2450M 2.3GHz, 4GB, 640GB, DVD-RW, HSPA, ATI HD 6470M + Intel HD, Win 7 Pro. 6cell, fekete	228696 Ft	13,3	Matt	1366 x 768 (WXGA) 16	Intel Core i5	4096	DDRIII	640	AMD Radeon HD 6470	1,79	2 év el- és visszaszállításos garancia	n.a.	DVD-RW SUPERMULTI DL	MS W. 7 Professional 64bit HU	10/100/1000	802.11b/g/n	Nem	2	1	Igen	Igen	3.0		Igen	0,3	Nem	D-Sub + HDMI	n.a.	Beépítve	Fekete	USB porton			Igen	http																
LENOVO NB ThinkPad X230 Tablet, 12.5" HD Multitouch, Intel Core i5-3320M 2.60 GHz, 4GB, 500GB, Ultrabase dock+Ultrabay DVD író, Intel HD Graphics, Win7Pro64, 6cell	341016 Ft	12,5	Matt	1366 x 768 (WXGA) 16	Intel Core i5	4096	DDRIII	500	Intel HD Graphics 4000	1,46	3 év szervizben	6 cella	DVD-RW	MS W. 7 Professional 64bit HU/ENG	10/100/1000	802.11a/g/n	Igen	1	2	Igen	Igen	n.a.		Igen	0,9	Nem	D-Sub + Display Port	n.a.	Foglalat	Fekete	USB/dokkoló porton		Ultrabase dock+Ultrabay DVD író	Igen	http																
LENOVO NB ThinkPad X230, 12.5" HD, Intel Core i5-3320M 2.6GHz, 4GB, 180GB SSD, Intel HD Graphics, Win7 Prof 64, 6cell, UBase+Ubay	343096 Ft	12,5	Matt	1366 x 768 (WXGA) 16	Intel Core i5	4096	DDRIII	180	Intel HD Graphics 4000	1,3	3 év szervizben	6 cella	Nem	MS W. 7 Professional 64bit ENG	10/100/1000	802.11a/g/n	Nem	1	2	Igen	Igen	n.a.		Igen	0,9	Nem	Mini-Display Port	n.a.	Foglalat	Fekete	USB/dokkoló porton			Igen	http																
LENOVO NB ThinkPad X230, 12.5" HD, Intel Core i5-3210M 2.5 GHz, 4GB, 500GB HDD, Intel HD Graphics, Win7Pro64, 6cell + UltraBase + Ultrabay DVD-RW	270712 Ft	12,5	Matt	1366 x 768 (WXGA) 16	Intel Core i5	4096	DDRIII	500	Intel HD Graphics 3000	1,3	3 év szervizben	6 cella	DVD-RW	MS W. 7 Professional 64bit HU/ENG	10/100/1000	802.11a/g/n	Nem	2	1	Igen	Igen	3.0		Igen	0,9	Nem	D-Sub + Display Port	n.a.	Foglalat	Fekete	USB/dokkoló porton		UltraBase + Ultrabay DVDRW	n.a.	http																
LENOVO NB ThinkPad X230i Tablet, 12.5" HD LED, i3-2370M 2.4GHz, 4GB, 320GB, Intel HD Graphics, Win7 Prof 64, 6cell	248456 Ft	12,5	Fényes	1366 x 768 (WXGA) 16	Intel Core i3	4096	DDRIII	320	Intel HD Graphics 4000	1,46	3 év szervizben	6 cella	Nem	MS W. 7 Professional 64bit HU/ENG	10/100/1000	802.11a/g/n	Igen	1	2	Igen	4-1	4.0		Igen	0,9	Nem	D-Sub + Display Port	n.a.	Foglalat	Fekete	USB/dokkoló porton	Rescue and Recovery		Igen	http																
DELL NB Inspiron 5520 15.6" 1366x768, Intel Core i5-3210M 2.5GHz, 4GB, 500GB, DVD-RW, Radeon 7670, Linux, 6cell, kék	140400 Ft	15,6	Fényes	1366 x 768 (WXGA) 16	Intel Core i5	4096	DDRIII	500	AMD Radeon HD 7670M	2,9	1 év általános (jogszabály szerint) + 2 év (gyártó által biztosított szervizgara	6 cella	DVD-RW +/-	Linux	10/100/1000	802.11b/g/n	Nem		4	Nem	8-1	4.0		Igen	1	Nem	D-Sub + HDMI	n.a.	Nincs	Kék	USB porton	Nincs rajta Numpad	CSERÉLHETŐ FEDLAPOS	Nem	http																
DELL NB Inspiron 5520 15.6" 1366x768, Intel Core i5-3210M 2.5GHz, 4GB, 500GB, DVD-RW, Intel HD 4000, Linux, 6cell, ezüst	131560 Ft	15,6	Fényes	1366 x 768 (WXGA) 16	Intel Core i5	4096	DDRIII	500	Intel HD Graphics 4000	2,9	1 év általános (jogszabály szerint) + 2 év (gyártó által biztosított szervizgara	6 cella	DVD-RW +/-	Linux	10/100/1000	802.11b/g/n	Nem		4	Nem	8-1	4.0		Igen	1	Nem	D-Sub + HDMI	n.a.	Nincs	Ezüst	USB porton	Nincs rajta Numpad	CSERÉLHETŐ FEDLAPOS	Nem	http																
HPQ NB EliteBook 8470p 14" HD+ Core i7-3520M 2.9GHz, 4GB, 500GB, DVD-RW, AMD 7570M 1GB, BT, FPR, Win 7 Prof 64 bit, 6cell	310544 Ft	14	Matt	1600 x 900 (WUGA) 16	Intel Core i7	4096	DDRIII	500	AMD Radeon HD 7570	2,25	3 év szervizben	6 cella	DVD-RW +/-	MS W. 7 Professional 64bit HU/ENG	10/100/1000	802.11b/g/n	Nem	1	2	Igen	Igen	4.0	1	Igen	0,92	Nem	D-Sub + Display Port	eSATA	Foglalat	Ezüst	USB/dokkoló porton			Igen	http																
HPQ NB ProBook 6570b 15.6" HD, Core i3-2370M 2.4GHz, 4GB, 320GB, DVD-RW, BT, FPR, Win 7 Prof 64 bit, 6cell	183664 Ft	15,6	Matt	1366 x 768 (WXGA) 16	Intel Core i3	4096	DDRIII	320	Alaplapi Integrált VGA	2,6	3 év el- és visszaszállításos garancia	6 cella	DVD-RW +/-	MS W. 7 Professional 64bit HU/ENG	10/100/1000	802.11b/g/n	Nem	2	2	Igen	Igen	4.0	1	Igen	0,92	Nem	D-Sub + Display Port	eSATA	Nincs	Szürke	USB/dokkoló porton	-	1x ExpressCard/54, 1x médiakártya-olvasó	Nem	http																
LENOVO NB ThinkPad T530, 15.6" FHD, Intel Core i7-3720QM 2.60 GHz, 8GB, 180GB SSD, DVD-RW, NVIDIA NVS 5400M 1GB Optimus, Win7Pro64, 9cell	469144 Ft	15,6	Matt	1920 x 1080 (HD1080) 16	Intel Core i7	8192	DDRIII	180	nVIDIA Quadro NVS 5400	2,57	3 év szervizben	9 cella	DVD-RW +/- DL	MS W. 7 Professional 64bit HU/ENG	10/100/1000	802.11a/g/n	Nem		3	Igen	4-1	2.1		Igen	0,9	Nem	D-Sub + Display Port	n.a.	Foglalat	Fekete	USB/dokkoló porton		Express Card	Igen	http																
LENOVO NB IdeaPad U310, Intel Core i3-3217U, 13.3" Flat LED HD, Intel HD Graphics, 4GB, 24GB+500GB, nincs optikai meghajtó, Win 7 Home Prem, grafit szürke szín, 3 Cell	160472 Ft	13,3	n.a.	1360 x 768 (WXGA) HD Ready	Intel Core i3	4096	DDRIII	524	n.a.		2 év szervizben	6 cella	DVD-RW +/-	MS W. 7 Home Premium 64bit HU/ENG	10/100	802.11g/n	Nem	4		Nem	Igen	3.0			1		HDMI	n.a.	n.a.	n.a.		n.a.	n.a.	n.a.	http																
ACER NB E1-531-B9604G50Mnks_W8 15.6" WXGA Intel Dual Core B960 2.2GHz, 4GB, 500GB HDD,Intel UMA, DVD-RW, Card reader, Windows 8, 6cell, Fekete	100672 Ft	15,6	Fényes	1366 x 768 (WXGA) 16	Intel Pentium Dual Core	4096	DDRIII	500	Alaplapi Integrált VGA	2,4	2 év el- és visszaszállításos garancia	6 cella	DVD-RW SUPERMULTI DL	MS W. 8 64bit HU	10/100/1000	802.11a/b/g/n	Nem	2	1	Nem	Igen	Nincs		Igen	1,3	Nem	HDMI	n.a.	Nincs	Fekete	USB porton			Nem	http																
TOSHIBA NB Satellite R850-12R, 15.6" 1366x768, Intel Core i5-2410M 2.3GHz, 4GB, 500GB, Radeon HD 6450M, DVD-RW DL, Win7 Hprem, 6 cell, Silver	174720 Ft	15,6	Fényes	1366 x 768 (WXGA) 16	Intel Core i5	4096	DDRIII	500	AMD Radeon Integrated Graphics	2,49	2 év szervizben	6 cella	DVD-RW	MS W. 7 Home Premium 64bit HU	10/100/1000	802.11b/g/n		3	1		Igen	3.0		Igen	1		HDMI	n.a.	n.a.	Ezüst-fekete		n.a.	n.a.	n.a.	http																
TOSHIBA NB Portege Z830-10R, 13.3" 1366x768, Intel Core i3-2367M 1.4GHz, 4GB, 128GB SSD, Intel GMA HD, Win7 Hprem, 6 cell, Ezüst	210080 Ft	13,3	Fényes	1366 x 768 (WXGA) 16	Intel Core i3	4096	DDRIII	128	Intel GMA HD	1,12	3 év szervizben	6 cella	Nem	MS W. 7 Home Premium 64bit HU	10/100/1000	802.11b/g/n		2	1		Igen	3.0		Igen	1,3		HDMI	n.a.	n.a.	n.a.		n.a.	n.a.	Igen	http																
TOSHIBA NB Portege Z830-11M, 13.3" 1366x768, Intel Core i5-2467M 1.6GHz, 4GB, 128GB SSD, Intel GMA HD, Win7 Hprem, 6 cell, Ezüst	230880 Ft	13,3	Fényes	1366 x 768 (WXGA) 16	Intel Core i5	4096	DDRIII	128	Intel GMA HD	1,12	3 év szervizben	6 cella	Nem	MS W. 7 Home Premium 64bit HU	10/100/1000	802.11b/g/n		2	1		Igen	3.0		Igen	1,3		HDMI	n.a.	Beépítve	Ezüst				Igen																	
LENOVO NB IdeaPad G580GL, Intel B830, 15.6" HD, Intel HD Graphics, 4GB, 500GB, DVDąRW, fekete, DOS, 6 Cell	80184 Ft	15,6	n.a.	1360 x 768 (WXGA) HD Ready	Intel Celeron M	4096	DDRIII	500	Intel HD Graphics 3000		2 év szervizben	6 cella	DVD-RW +/-	DOS	10/100	802.11g/n	Nem	4		Nem	Igen	Nincs			0,3		HDMI	n.a.	n.a.	n.a.		n.a.	n.a.	n.a.	http																
DELL NB Vostro 2520 15.6" HD, Intel Core i5-3210 2.5GHz, 4GB, 500GB, DVD-RW, Intel HD 4000, Linux, 6cell, Ezüst	133224 Ft	15,6	Matt	1360 x 768 (WXGA) HD Ready	Intel Core i5	4096	DDRIII	500	Intel HD Graphics 4000	2,36	1 év (általános, nb akku 1év) + 2 év (gyártói szervizgarancia)	6 cella	DVD-RW +/-	Ubuntu Linux	10/100/1000	802.11b/g/n	Nem	3		Nem	3-1	4.0		Igen	1	Nem	D-Sub + HDMI	n.a.	Nincs	Ezüst	USB porton			Nem	http																
SAMSUNG NB NP530U3C, 13.3 LED Matt 1366x768, Core i5 3317UM 1.70GHz, 4GB, 500GB, HDMI, DSUB, Intel HD, Windows 8 - 64 bit, 4cell, Silver / Aluminium	185328 Ft	13,3	Matt	1366 x 768 (WXGA) 16	Intel Core i5	4	DDRIII	500	Intel HD Graphics 2000	1,52	2 év szervizben	4 cella	DVD-RW SUPERMULTI DL	MS W. 8 64bit HU	10/100/1000	802.11a/b/g/n	n.a.	1	2	n.a.	4-1	4.0		Igen	1,3	Nem	D-Sub + HDMI	n.a.	n.a.	Ezüst-szürke	USB porton			n.a.	http																
LENOVO NB ThinkPad Edge E430, 14.0" HD, Intel Core i3-2328M 2.20 GHz, 4GB, 500GB, DVD-RW, Intel HD Graphics, DOS, 6cell	116896 Ft	14	Matt	1366 x 768 (WXGA) 16	Intel Core i3	4096	DDRIII	500	Intel HD Graphics 3000	2,08	1 év szervizgarancia	6 cella	DVD-RW +/- DL	DOS	10/100/1000	802.11b/g/n	Nem	1	3	Igen	Igen	4.0		Igen	0,9	Nem	D-Sub + HDMI	n.a.	Nincs	Fekete	USB porton			Nem	http																
HPQ NB ProBook 4530s 15.6" HD Core i5-2450M 2.5GHz, 8GB, 750GB, DVD-RW, AMD HD6490M 1GB, FPR, BT, Win 7 HPrem. 64 bit, 6cell + táska	180856 Ft	15,6	Matt	1366 x 768 (WXGA) 16	Intel Core i5	8192	DDRIII	750	ATI Radeon HD6490	2,51	3 év szervizben	6 cella	DVD-RW +/- DL	MS W. 7 Home Premium 64bit HU/ENG	10/100/1000	802.11b/g/n	Nem	3	1	Igen	Igen	3.0		Igen	0,92	Nem	D-Sub + HDMI	n.a.	Nincs	Ezüst	USB porton		+táska	Nem	http																
DELL NB Inspiron 5520 15.6" 1366x768, Intel Core i3-2370M 2.4GHz, 4GB, 1TB, DVD-RW, Radeon 7670, Linux, 6cell, piros	144456 Ft	15,6	Fényes	1366 x 768 (WXGA) 16	Intel Core i3	4096	DDRIII	1000	AMD Radeon HD 7670M	2,9	1 év általános (jogszabály szerint) + 2 év (gyártó által biztosított helyszíni g	6 cella	DVD-RW +/-	Linux	10/100/1000	802.11b/g/n	Nem		4	Nem	8-1	4.0		Igen	1	Nem	D-Sub + HDMI	n.a.	Nincs	Piros	USB porton	Nincs rajta Numpad	CSERÉLHETŐ FEDLAPOS	Nem	http																
DELL NB Vostro 3360 13.3" Intel Core i5-3317 1.7GHz, 4GB, 320GB, Intel HD 4000, Linux, 4cell, Piros	167648 Ft	13,3	Matt	1366 x 768 (WXGA) 16	Intel Core i5	4096	DDRIII	320	Intel HD Graphics 4000	1,67	1 év általános (jogszabály szerint) + 2 év (gyártó által biztosított helyszíni g	4 cella	Nem	Ubuntu Linux	10/100/1000	802.11b/g/n	Nem		3	Nem	8-1	4.0		Igen	1	Nem	D-Sub + HDMI	n.a.	Nincs	Piros	USB porton			Nem	http																
DELL NB Latitude E6530 15.6" FHD Intel Core i7-3720QM 2.60GHz 8GB 256GB SSD, DVD-RW, NVS 5200M, Win 7 Prof 64bit, 6cell,	428792 Ft	15,60	Matt	1920 x 1080 (HD1080) 16	Intel Core i7	8.192	DDRIII	256	nVIDIA NVS 5100	2,50	1 év általános (jogszabály szerint) + 2 év (gyártó által biztosított helyszíni g	6 cella	DVD-RW +/-	MS W. 7 Professional 64bit HU	10/100/1000	802.11a/b/g/n	Nem	2	2	Nem	Igen	3.0		Igen	2,00	Nem	D-Sub + HDMI	eSATA	n.a.	Ezüst	USB/dokkoló porton			Igen	http																
DELL NB Inspiron 5520 15.6" 1366x768, Intel Core i5-3210M 2.5GHz, 4GB, 500GB, DVD-RW, Intel HD 4000, Linux, 6cell, kék	131560 Ft	15,6	Fényes	1366 x 768 (WXGA) 16	Intel Core i5	4096	DDRIII	500	Intel HD Graphics 4000	2,9	1 év általános (jogszabály szerint) + 2 év (gyártó által biztosított szervizgara	6 cella	DVD-RW +/-	Linux	10/100/1000	802.11b/g/n	Nem		4	Nem	8-1	4.0		Igen	1	Nem	D-Sub + HDMI	n.a.	Nincs	Kék	USB porton	Nincs rajta Numpad	CSERÉLHETŐ FEDLAPOS	Nem	http																
HPQ NB ProBook 6470b 14" HD, Core i3-2370M 2.4GHz, 4GB, 320GB, DVD-RW, BT, FPR, Win 7 Prof 64 bit, 6cell	199264 Ft	14	Matt	1366 x 768 (WXGA) 16	Intel Core i3	4096	DDRIII	320	Intel HD Graphics 3000	2,03	3 év el- és visszaszállításos garancia	6 cella	DVD-RW +/-	MS W. 7 Professional 64bit HU/ENG	10/100/1000	802.11b/g/n	Nem	1	2	Igen	Igen	4.0	1	Igen	0,92	Nem	D-Sub + Display Port	eSATA	Nincs	Szürke	USB/dokkoló porton	-	1x ExpressCard/54, 1x médiakártya-olvasó	Nem	http																
HPQ NB EliteBook 8570w 15.6" FHD Core i5-3360M 2.8GHz, 4GB, 500GB, DVD-RW, AMD FirePro M4000 1GB, BT, FPR, Win 7 Prof 64 bit, 8cell	346632 Ft	15,6	Matt	1920 x 1080 (HD1080) 16	Intel Core i5	4096	DDRIII	500	AMD FirePro M4000	3,1	3 év szervizben	8 cella	DVD-RW +/- DL	MS W. 7 Professional 64bit HU/ENG	10/100/1000	802.11b/g/n	Nem	2	2	Igen	Igen	4.0	1	Igen	0,92	Nem	D-Sub + Display Port	eSATA	Foglalat	Fekete	USB/dokkoló porton			Nem	http																
DELL NB Vostro 3360 13.3" Intel Core i3-2367 1.4GHz, 6GB, 500GB, Intel HD 3000, Win 7 HPrem 64 bit, 4cell, Ezüst + 3G/HSDPA	203008 Ft	13,3	Fényes	1366 x 768 (WXGA) 16	Intel Core i3	6144	DDRIII	500	Intel HD Graphics 3000	1,67	1 év általános (jogszabály szerint) + 2 év (gyártó által biztosított helyszíni g	4 cella	Nem	MS W. 7 Home Premium 64bit HU	10/100/1000	802.11b/g/n	Nem		3	Igen	8-1	4.0		Igen	1	Nem	D-Sub + HDMI	n.a.	Beépítve	Ezüst	USB porton			Nem	http																
ACER NB E1-571-33114G50Mnks_W8 15.6" WXGA Intel Core i3-3110 2.4GHz, 4GB, 500GB HDD,Intel UMA, DVD-RW, Card reader, Windows 8, 6cell, Fekete	120536 Ft	15,6	Fényes	1366 x 768 (WXGA) 16	Intel Core i3	4096	DDRIII	500	Alaplapi Integrált VGA	2,4	2 év el- és visszaszállításos garancia	6 cella	DVD-RW SUPERMULTI DL	MS W. 8 32bit HU	10/100/1000	802.11a/b/g/n	Nem	2	1	Nem	Igen	Nincs		Igen	1,3	Nem	HDMI	n.a.	Nincs	Fekete	USB porton			Nem	http																
SAMSUNG NB NP530U3C, 13.3 LED Matt 1366x768, Core i3-2377M 1.50GHz, 4GB, 500GB, HDMI, DSUB, Intel HD, DDR3, Windows 7 Home Premium 64 bit, 4cell, barna	170352 Ft	13,3	Matt	1366 x 768 (WXGA) 16	Intel Core i7	4	DDRIII	500	n.a.	1,52	2 év szervizben	4 cella	Nem	MS W. 7 Home Premium 64bit HU	10/100/1000	802.11b/g/n	Nem	2	1	Nem	n.a.	4.0		Igen	1,3	Nem	D-Sub + HDMI	n.a.	n.a.	Barna	USB porton			Nem	http																
TOSHIBA NB Qosmio F750-10Z, 15.6" 1366x768, Intel Core i5-2410M 2.3GHz, 8Gb, 640GB, nV GF GT 540M, DVD-RW DL, Win7 Hprem, 6 cell, Fehér	215384 Ft	15,6	Fényes	1366 x 768 (WXGA) 16	Intel Core i5	8192	DDRIII	640	nVIDIA GeForce GT 540	2,8	3 év szervizben	6 cella	DVD-RW	MS W. 7 Home Premium 64bit HU	10/100/1000	802.11b/g/n		3	1	Nem	Igen	4.0		Igen	1		HDMI	n.a.	n.a.	Fehér		n.a.	n.a.	n.a.	http																
TOSHIBA NB Satellite P755-12G, 15.6" 1366x768, Intel Core i7-2670QM 2.2GHz, 8GB, 500GB Hybrid, nVGF GT 540M, DVD-RW DL, Win7 Hprem, 6 cell, -	266656 Ft	15,6	Fényes	1366 x 768 (WXGA) 16	Intel Core i7	8192	DDRIII	500	nVIDIA GeForce GT 540	2,62	2 év szervizben	6 cella	DVD-RW	MS W. 7 Home Premium 64bit HU	10/100/1000	802.11b/g/n		3	1	n.a.	Igen	4.0		Igen	1		HDMI	n.a.	Nincs	n.a.		n.a.	n.a.	Igen	http																
TOSHIBA NB Portege R830-113, 13.3" 1366x768, Intel Core i7-2620M 2.7GHz, 4GB, 500GB, nV GF GT 520M, DVD-RW DL, Win7 Prof, 6 cell, Fekete	265512 Ft	13,3	Fényes	1366 x 768 (WXGA) 16	Intel Core i7	4096	DDRIII	500	nVIDIA GeForce GT 520	1,64	3 év szervizben	6 cella	DVD-RW	MS W. 7 Professional 64bit HU	10/100/1000	802.11a/b/g/n		2	1	Nem	Igen	3.0		Igen	1		HDMI	eSATA	Beépítve	Fekete	USB/dokkoló porton	n.a.	n.a.	n.a.	http																
TOSHIBA NB Satellite U840-10M, 14.0" 1366x768, Intel Core i5-3317U 1.7GHz, 4GB, 500GB, Itel GMA HD, DVD-RW DL, Win7 Hprem, 6 cell, Ezüst	193856 Ft	14	Fényes	1366 x 768 (WXGA) 16	Intel Core i5	4096	DDRIII	532	Intel GMA HD	1,58	2 év szervizben	6 cella	DVD-RW	MS W. 7 Home Premium 64bit HU	10/100/1000	802.11b/g/n		2	1		Igen	4.0		Igen	1		HDMI	n.a.	n.a.	Ezüst		n.a.	n.a.	Igen	http																
DELL NB Latitude E6430 14.0" HD+ Intel Core i5-3320M 2.60GHz 6GB 750GB, DVD-RW, Win 7 Prof 64bit, 6cell	279240 Ft	14,00	Matt	1600 x 900 (WUGA) 16	Intel Core i5	6.144	DDRIII	750	Intel HD Graphics 4000	2,14	1 év általános (jogszabály szerint) + 2 év (gyártó által biztosított helyszíni g	6 cella	DVD-RW +/-	MS W. 7 Professional 64bit HU	10/100/1000	802.11a/b/g/n	Nem	2	2	Igen	n.a.	2.1		Igen	2,00	Nem	n.a.	n.a.	Nincs	Ezüst	USB/dokkoló porton			Igen	http																
DELL NB Inspiron N5050 15.6" HD, Intel Celeron B710 1.60GHz, 2GB, 320GB, DVD-RW, Intel HD, Win 7 HPrem 32bit, 6cell, Fekete	96616 Ft	15,6	Fényes	1366 x 768 (WXGA) 16	Intel Celeron	2048	DDRIII	320	Intel GMA HD	2,37	1 év általános (jogszabály szerint) + 1 év (gyártó által biztosított szervizgara	6 cella	DVD-RW +/-	MS W. 7 Home Premium 32bit HU	10/100	802.11b/g/n	Nem	3		Nem	3-1	3.0		Igen	0,3	Nem	D-Sub + HDMI	n.a.	Nincs	Fekete	USB porton			Nem	http																
DELL NB Latitude E6330 13.3" HD, Intel Core i7-3520M 2.9GHz, 8GB, 500B, DVD-RW, Win 7 Prof 64bit, 6cell	305344 Ft	13,3	Matt	1366 x 768 (WXGA) 16	Intel Core i7	8192	DDRIII	500	Intel HD Graphics 4000	1,65	1 év (általános, nb akku 1év) + 2 év (gyártói helyszíni garancia)	6 cella	DVD-RW	MS W. 7 Professional 64bit HU	10/100/1000	802.11a/b/g/n	Nem	2	2	Igen	Igen	3.0		Igen	2	Nem	D-Sub + HDMI	eSATA	Foglalat	Fekete	USB porton		VGA + Mini HDMI	Igen	http																
DELL NB Latitude E5430 14.0" HD Intel Core i5-3210M 2.50GHz 4GB 500GB, DVD-RW, Linux, 6cell	163800 Ft	14,00	Matt	1366 x 768 (WXGA) 16	Intel Core i5	4.096	DDRIII	500	Intel HD Graphics 4000	2,14	1 év általános (jogszabály szerint) + 2 év (gyártó által biztosított helyszíni g	6 cella	DVD-RW +/-	Linux	10/100/1000	802.11a/b/g/n	Nem	1	3	Igen	n.a.	2.1		Igen	2,00	Nem	n.a.	n.a.	Nincs	Ezüst	USB/dokkoló porton			Igen	http																
LENOVO NB IdeaPad G580AH, Intel Core i3-3110M, 15.6" HD, NVIDIA GeForce 610M, 4GB, 500GB, DVDąRW, Windows 8, 6 Cell, sötétbarna	140400 Ft	15,6	Fényes	1360 x 768 (WXGA) HD Ready	Intel Core i3	4096	DDRIII	500	nVIDIA GeForce GT 610		1 + 1 év el és visszaszállításos garancia	6 cella	DVD-RW +/-	MS W. 8 64bit HU	10/100	802.11g/n	Nem	3		Nem	n.a.	Nincs		Igen	0,3		HDMI	n.a.	n.a.	Barna		n.a.	n.a.	n.a.	http																
LENOVO NB ThinkPad T520, 15.6" HD, Intel Core i5-2520M 2.5GHz, 4GB, 320GB, Intel HD Graphics, Win7 Prof 64, 6cell	254696 Ft	15,6	Matt	1360 x 768 (WXGA) HD Ready	Intel Core i5	4096	DDRIII	320	Intel HD Graphics 3000	2,57	3 év szervizben	6 cella	DVD-RW +/- DL	MS W. 7 Professional 64bit HU/ENG	10/100/1000	802.11a/g/n	Nem	3		Igen	4-1	2.1		Igen	0,9	Nem	D-Sub + Display Port	n.a.	Beépítve	Fekete	USB/dokkoló porton		Express Card	Igen	http																
DELL NB XPS 13 13.3" HD Intel Core i5-2467M 1.6GHz, 4GB, 128GB, Intel HD, ENG Win 7 HPrem 64bit, 6cell, Ezüst	332696 Ft	13,3	Fényes	1366 x 768 (WXGA) 16	Intel Core i5	4096	DDRIII	128	Intel HD Graphics 3000	1,36	1 év általános (jogszabály szerint) + 2 év (gyártó által biztosított helyszíni g	6 cella	Nem	MS W. 7 Home Premium 64bit ENG	Nem	802.11b/g	Nem	1	1	Nem	Nem	3.0		Igen	1,3	Nem	Mini-Display Port	n.a.	Nincs	Ezüst	USB porton		US/International billentyűzet	Igen	http																
HPQ NB EliteBook 8470p 14" HD Core i5-3210M 2.5GHz, 4GB, 320GB, DVDRW, FPR, Win 7 Prof. 64 bit, 6cell	239096 Ft	14	Matt	1366 x 768 (WXGA) 16	Intel Core i5	4048	DDRIII	320	Intel HD Graphics 4000	2,25	3 év szervizben	6 cella	DVD-RW +/-	MS W. 7 Professional 64bit HU	10/100/1000	802.11a/b/g/n	Nem	1	2	Igen	Igen	4.0	1	Igen		Nem	D-Sub + Display Port	eSATA	Foglalat	Fekete	USB/dokkoló porton			Nem	http																
