TermékNév	Ár	TFT	CPU	RAM	HDD	GPU	ODD	Gar.	Akku	OS	Család	Modell	Szín	LAN	USB	WLAN	Bill.	Touchpad	Állapot	Bill. Num	Kamera	Portok	BT	CR	HDMI	Külső táskaméret	eSata	FP	ExpressCard	3G kártyahely	Dokk	RS232	FW	Modem	Távirányító	TV ki	PCMCIA	LPT
Dell Inspiron 5520 Red i7 RD LX 3114605	183386 Ft	15.6ʺ HD LED (1366x768)	Core i7 3632QM (2200)	8192 (DDR3) MB	1 TB GB	1024 MB AMD Radeon HD 7670M	DVDRW +/-	3 év	6 cellás	nincs (L)	Inspiron		piros	10/100	4 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új	nincs	van	VGA	4.0	8 in 1	van														
Dell. Inspiron 5520 Silver i7 N RD LX 3114426	183386 Ft	15.6ʺ HD LED (1366x768)	Core i7 3612QM (2100)	8192 (DDR3) MB	1000 GB	1024 MB AMD Radeon HD 7670M	DVDRW +/-	3 év	6 cellás	nincs (L)	Inspiron		ezüst	10/100	4 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új	nincs	van	VGA	4.0	8 in 1	van														
Dell. Inspiron 5520 Red i7 N RD LX 3614474	183386 Ft	15.6ʺ HD LED (1366x768)	Core i7 3612QM (2100)	8192 (DDR3) MB	1000 GB	1024 MB AMD Radeon HD 7670M	DVDRW +/-	3 év	6 cellás	nincs (L)	Inspiron		piros	10/100	4 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új	nincs	van	VGA	4.0	8 in 1	van														
Dell Inspiron 5520 Silver i7 RD LX 3014605	183386 Ft	15.6ʺ HD LED (1366x768)	Core i7 3632QM (2200)	8192 (DDR3) MB	1 TB GB	1024 MB AMD Radeon HD 7670M	DVDRW +/-	3 év	6 cellás	nincs (L)	Inspiron		ezüst	10/100	4 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új	nincs	van	VGA	4.0	8 in 1	van														
Dell Inspiron 5720 i5 Silver GF LX 3914616	184961 Ft	17.3ʺ LED HD+ TL (1600x900)	Core i5 3210M (2500)	4096 (DDR3) MB	750 GB	1024 MB NVIDIA GF GT630M	DVDRW +/-	3 év	6 cellás	nincs (L)	Inspiron		ezüst	10/100	4 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	4.0	8 in 1	van														
Dell. Inspiron 7520 i7 M AG 3914618	184961 Ft	15.6ʺ Full HD LED AntiGlare	Core i7 3612QM (2100)	8192 (DDR3) MB	1000 GB	2048 MB AMD Radeon HD 7730M	DVDRW +/-	3 év	6 cellás	nincs (L)	Inspiron		ezüst	10/100/1000	4 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van														
Dell Vostro V131 i3 Silver 3513831	184961 Ft	13.3ʺ HD LED (1366x768)	Core i3 2350M (2300)	2048 (DDR3) MB	320 GB	Intel Media Accelerator HD	nincs optikai meghajtó	3 év	6 cellás	Windows7 Prof 64Bit HUN	Vostro	Vostro V	ezüst	10/100/1000	2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA		4 in 1	van			van											
Dell Inspiron 5720 i7 Silver GF LX 3114617	184961 Ft	17.3ʺ LED HD+ TL (1600x900)	Core i7 3632QM (2200)	8192 (DDR3) MB	1000 GB	1024 MB NVIDIA GF GT630M	DVDRW +/-	3 év	6 cellás	nincs (L)			ezüst	10/100	4 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	4.0	8 in 1	van														
Dell Vostro 3350 i3 Coffee 3513829 W7 4GB	184961 Ft	13.3ʺ HD (1366x768)	Core i3 2350M (2300)	4096 (DDR3) MB	500 (7200 rpm) GB	Intel HD Graphics	DVDRW SM	3 év	4 cellás	Windows7 HomePrem 64 HUN	Vostro	Vostro 33xx	barna	10/100/1000	2 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	van	3 in 1	van		van	van											
Dell. Inspiron 5720 i5 Silver GF LX 3214324	184961 Ft	17.3ʺ LED HD+ TL (1600x900)	Core i5 3210M (2500)	4096 (DDR3) MB	500 GB	1024 MB NVIDIA GF GT630M	DVDRW +/-	3 év	6 cellás	nincs (L)	Inspiron		ezüst	10/100	4 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	4.0	8 in 1	van														
Dell Vostro V131 i3 Red 3613831	184961 Ft	13.3ʺ HD LED (1366x768)	Core i3 2350M (2300)	2048 (DDR3) MB	320 GB	Intel Media Accelerator HD	nincs optikai meghajtó	3 év	6 cellás	Windows7 Prof 64Bit HUN	Vostro	Vostro V	piros	10/100/1000	2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA		4 in 1	van			van											
Samsung NP530U4C-S01HU Silver W7	185748 Ft	14ʺ HD LED (1366x768)	Core i5 3317U (1700)	4096 (DDR3) MB	500 + 24 SSD GB	1024 MB NVIDIA GF GT 620M	DVDRW SM	2 év	8 cellás	Windows7 HomePrem 64 HUN	Samsung	Samsung N	ezüst	10/100/1000	2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	4 in 1	van														
Toshiba Satellite L870-147 White W7	187323 Ft	17.3ʺ LED HD+ (1600x900)	Core i5 3210M (2500)	6144 (DDR3) MB	750 GB	2048 MB AMD Radeon HD 7670M	DVDRW SM	2 év	4200 mAh (Li-ion)	Windows7 HomePrem 64 HUN	Satellite	Satellite L	fehér	10/100/1000	2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	4.0	SD card	van														
Lenovo. IdeaPad U410 Grey 59-349070 W7	188898 Ft	14ʺ HD LED (1366x768)	Core i5 3317U (1700)	4096 (DDR3) MB	750 + 24 SSD GB	1024 MB NVIDIA GF GT 610M	nincs optikai meghajtó	2 év	4 cellás	Windows7 HomePrem 64 HUN	IdeaPad	IdeaPad U	szürke	10/100	2x3.0.2x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van		3.0	van	van														
Dell Vostro 3550 i5 S Red 3913830 W7	188898 Ft	15.6ʺ HD (1366x768)	Core i5 2450M (2500)	2048 (DDR3) MB	500 (7200 rpm) GB	Intel Media Accelerator HD	DVDRW SM	3 év	6 cellás	Windows7 HomePrem 64 HUN	Vostro	Vostro 35xx	piros	10/100/1000	2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	van	3 in 1	van		van	van	van										
Dell Vostro 3460 Silver i5 LX 3614199	188898 Ft	14ʺ HD LED AntiGlare	Core i5 3210M (2500)	4096 (DDR3) MB	500 (7200 rpm) GB	Intel HD Graphics 4000	DVDRW +/-	3 év	6 cellás	nincs (L)	Vostro		ezüst	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van			van											
Lenovo IdeaPad UltraBook U310 Grey 59-336502 W7	188898 Ft	13.3ʺ HD LED (1366x768)	Core i5 3317U (1700)	4096 (DDR3) MB	500 GB	Intel HD Graphics 4000	nincs optikai meghajtó	2 év	3 cellás (extended)	Windows7 HomePrem 64 HUN	IdeaPad	IdeaPad U	szürke	10/100	2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van		3.0	2 in 1	van														
Sony Vaio Ultrabook SVT1311M1ES Silver W7	188969 Ft	13.3ʺ HD LED (1366x768)	Core i3 2367M (1400)	4096 (DDR3) MB	320 32 SSD GB	Intel HD Graphics 3000	nincs optikai meghajtó	2 év		Windows7 HomePrem 64 HUN	VAIO		ezüst	10/100/1000	1x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	3 in 1	van														
Dell Vostro 3360 Silver i7 LX 3714198	191260 Ft	13.3ʺ HD LED AntiGlare	Core i7 3517U (1900)	4096 (DDR3) MB	320 (7200) GB	Intel HD Graphics 4000	nincs optikai meghajtó	3 év	4 cellás	nincs (L)	Vostro	Vostro 33xx	ezüst	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van			van											
Dell Vostro 3360 Red i7 LX 3914198	191260 Ft	13.3ʺ HD LED AntiGlare	Core i7 3517U (1900)	4096 (DDR3) MB	320 (7200) GB	Intel HD Graphics 4000	nincs optikai meghajtó	3 év	4 cellás	nincs (L)	Vostro	Vostro 33xx	piros	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van			van											
Dell Vostro 3360 Coffee i7 LX 3814198	191260 Ft	13.3ʺ HD LED AntiGlare	Core i7 3517U (1900)	4096 (DDR3) MB	320 (7200) GB	Intel HD Graphics 4000	nincs optikai meghajtó	3 év	4 cellás	nincs (L)	Vostro	Vostro 33xx	barna	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van			van											
Dell Vostro 3560 Silver i3 W7 3214237	192835 Ft	15.6ʺ HD LED anti-glare	Core i3 2370M (2400)	4096 (DDR3) MB	320 GB	Intel HD Graphics 3000	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Vostro	Vostro 35xx	ezüst	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van														
Dell. Inspiron 5720 i3 Silver GF W7 3314324	192835 Ft	17.3ʺ LED HD+ TL (1600x900)	Core i3 2370M (2400)	4096 (DDR3) MB	500 GB	1024 MB NVIDIA GF GT630M	DVDRW +/-	3 év	6 cellás	Windows7 HomePrem 64 HUN	Inspiron		ezüst	10/100	4 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	4.0	8 in 1	van														
Dell Vostro 3560 Coffee i5 F BR 3114226	194409 Ft	15.6ʺ Full HD LED AntiGlare	Core i5 3210M (2500)	4096 (DDR3) MB	500 (7200 rpm) GB	Intel HD Graphics 3000	Blu-ray Disc (olvasó)	3 év	6 cellás	nincs (L)	Vostro	Vostro 35xx	barna	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van														
Dell Vostro 3560 Silver i5 F BR 3014226	194409 Ft	15.6ʺ Full HD LED AntiGlare	Core i5 3210M (2500)	4096 (DDR3) MB	500 (7200 rpm) GB	1024 MB AMD Radeon HD 7670M	Blu-ray Disc (olvasó)	3 év	6 cellás	nincs (L)	Vostro	Vostro 35xx	ezüst	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van														
Fujitsu LifeBook S781 3G Black W7 Pro D	196772 Ft	14ʺ HD+ LED	Core i7 2640M (2800)	4096 (DDR3) MB	128 GB SSD GB	Intel HD Graphics	DVDRW SM	3 év	6200 mAh	Windows7 Prof 64Bit HUN	Lifebook	Lifebook S	fekete	10/100/1000	1x3.0.2x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	van	4 in 1			e-SATA/USB	van	van	Beépített 3G/HSDPA modem	van								
Fujitsu LifeBook E781 3G Black W7 Pro D	196772 Ft	15.6ʺ LED HD+ (1600x900)	Core i7 2640M (2800)	4096 (DDR3) MB	128 GB SSD GB	Intel HD Graphics	DVDRW SM	3 év	6200 mAh	Windows7 Prof 64Bit HUN	Lifebook	Lifebook E	fekete	10/100/1000	1x3.0.2x2.0	b/g/n 300mbps	magyar	Track point + Touch pad	Új	van	van	VGA	van	4 in 1			e-SATA/USB	van	van	Beépített 3G/HSDPA modem	van	van							
Lenovo IdeaPad Y570A i3 Black 59-324801 W7	196772 Ft	15.6ʺ HD LED (1366x768)	Core i3 2350M (2300)	4096 (DDR3) MB	500 GB	2048 MB NVIDIA GF GT555M	DVDRW	2 év	6 cellás	Windows7 HomePrem 64 HUN	IdeaPad	IdeaPad Y	fekete	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	van	5 in 1	van		van												
Fujitsu LifeBook S761 3G Black W7 Pro D	196772 Ft	13.3ʺ HD LED (1366x768)	Core i7 2640M (2800)	4096 (DDR3) MB	128 GB SSD GB	Intel HD Graphics	DVDRW SM	3 év	6200 mAh	Windows7 Prof 64Bit HUN	Lifebook	Lifebook S	fekete	10/100/1000	1x3.0.2x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	van	4 in 1	van			van	van	Beépített 3G/HSDPA modem	van								
Acer Travelmate 8572TG-484G64MNKK Black	196841 Ft	15.6ʺ HD C C LCD (1366x768)	Core i5 480M (2660)	4096 (DDR3) MB	640 GB	1024 MB NVIDIA GF GT330M	DVDRW +/- DL/Ram	1 év	9 cellás	Windows7 Prof 64Bit HUN	TravelMate	Travelmate 85xx	fekete	10/100/1000	4 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	van	Multi-in-1				van						van					
Sony Vaio Ultrabook SVT1311M1ES Silver W7 8GB	196843 Ft	13.3ʺ HD LED (1366x768)	Core i3 2367M (1400)	8192 (DDR3) MB	320 32 SSD GB	Intel HD Graphics 3000	nincs optikai meghajtó	2 év		Windows7 HomePrem 64 HUN	VAIO		ezüst	10/100/1000	1x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	3 in 1	van														
Dell. Vostro 3360 Silver i3 3G W7 3314475	199134 Ft	13.3ʺ HD LED AntiGlare	Core i3 2367M (1400)	6144 (DDR3) MB	500 (7200 rpm) GB	Intel HD Graphics 3000	nincs optikai meghajtó	3 év	4 cellás	Windows7 HomePrem 64 HUN	Vostro	Vostro 33xx	ezüst	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	van	van					Beépített 3G/HSDPA modem									
Lenovo IdeaPad U410 Grey 59-336505 W7	199921 Ft	14ʺ HD LED (1366x768)	Core i5 3317U (1700)	4096 (DDR3) MB	750 GB	1024 MB NVIDIA GF GT 610M	nincs optikai meghajtó	2 év	4 cellás	Windows7 HomePrem 64 HUN	IdeaPad	IdeaPad U	szürke	10/100	2x3.0.2x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van		3.0	2 in 1	van														
Dell Vostro 3560 Coffee i5 RD LX 3614222	200709 Ft	15.6ʺ HD LED anti-glare	Core i5 3210M (2500)	4096 (DDR3) MB	500 (7200 rpm) GB	1024 MB AMD Radeon HD 7670M	DVDRW +/-	3 év	6 cellás	nincs (L)	Vostro	Vostro 35xx	barna	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van														
Toshiba Satellite P770-12R Black W7 3Y	201496 Ft	17.3ʺ LED HD+ (1600x900)	Core i5 2450M (2500)	8192 (DDR3) MB	750 GB	2048 MB NVIDIA GF GT540M	DVDRW SM	3 év	6 cellás	Windows7 HomePrem 64 HUN	Satellite	Satellite P	fekete	10/100/1000	3x2.0.1x3.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	3.0	3 in 1	van										van				
Acer Ultrabook M3-581TG-52464G52Mnkk	204646 Ft	15.6ʺ HD LED (1366x768)	Core i5 2467M (1600)	4096 (DDR3) MB	500 + 20 SSD GB	1024 MB NVIDIA GF GT640M	DVDRW SM	3 év	3 cellás (extended)	Windows7 HomePrem 64 HUN			fekete	10/100/1000	1x3.0.2x2.0	b/g/n 300mbps		Touch pad	Új	van	van		4.0	2 in 1	van														
Sony Vaio VPCSB4L1E/W White W7	204717 Ft	13.3ʺ HD (1366x768)	Core i3 2350M (2300)	4096 (DDR3) MB	500 GB	512 MB AMD Radeon HD 6470M	DVDRW SM	2 év	6 cellás	Windows7 HomePrem 64 HUN	VAIO		fehér	10/100/1000	1x3.0.2x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	van	4 in 1	van						van								
Dell Vostro V131 i5 Silver 3713831	208583 Ft	13.3ʺ HD LED (1366x768)	Core i5 2450M (2500)	4096 (DDR3) MB	500 (7200 rpm) GB	Intel Media Accelerator HD	nincs optikai meghajtó	3 év	6 cellás	Windows7 Prof 64Bit HUN	Vostro	Vostro V	ezüst	10/100/1000	2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA		4 in 1	van			van											
Dell Vostro 3560 Coffee i7 S LX 3514226	208583 Ft	15.6ʺ Full HD LED AntiGlare	Core i7 3612QM (2100)	4096 (DDR3) MB	500 (7200 rpm) GB	1024 MB AMD Radeon HD 7670M	DVDRW +/-	3 év	6 cellás	nincs (L)	Vostro	Vostro 35xx	barna	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van														
Dell Vostro 3560 Red i7 S LX 3114237	208583 Ft	15.6ʺ Full HD LED AntiGlare	Core i7 3612QM (2100)	4096 (DDR3) MB	500 (7200 rpm) GB	1024 MB AMD Radeon HD 7670M	DVDRW +/-	3 év	6 cellás	nincs (L)	Vostro	Vostro 35xx	piros	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van														
Dell Vostro 3560 Silver i7 S LX 3014237	208583 Ft	15.6ʺ Full HD LED AntiGlare	Core i7 3612QM (2100)	4096 (DDR3) MB	500 (7200 rpm) GB	1024 MB AMD Radeon HD 7670M	DVDRW +/-	3 év	6 cellás	nincs (L)	Vostro	Vostro 35xx	ezüst	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van														
Dell. Vostro 3460 Silver i5 3G W7 3414513	210945 Ft	14ʺ HD LED AntiGlare	Core i5 3210M (2500)	6144 (DDR3) MB	500 (7200 rpm) GB	Intel HD Graphics 4000	DVDRW +/-	3 év	6 cellás	Windows7 HomePrem 64 HUN	Vostro		ezüst	10/100/1000	4 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van					Beépített 3G/HSDPA modem									
Toshiba Portege Z830-10R Silver W7	212520 Ft	13.3ʺ HD LED (1366x768)	Core i3 2367M (1400)	4096 (DDR3) MB	128 GB SSD GB	Intel HD Graphics 3000	nincs optikai meghajtó	3 év	8 cellás	Windows7 HomePrem 64 HUN	Portégé		ezüst	10/100/1000	1x3.0.2x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	SD card	van														
Toshiba Portege R830-111 3G Black W7	212520 Ft	13.3ʺ HD LED (1366x768)	Core i5 2410M (2300)	4096 (DDR3) MB	500 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW SM	3 év	9 cellás	Windows7 Prof 64Bit HUN	Portégé		fekete	10/100/1000	1x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	van	SD card	van		e-SATA/USB	van		Beépített 3G/HSDPA modem	van								
Dell Vostro 3460 Red i7 LX 3114200	212520 Ft	14ʺ HD LED AntiGlare	Core i7 3612QM (2100)	8192 (DDR3) MB	750 (7200 rpm) GB	1024 MB NVIDIA GF GT630M	DVDRW +/-	3 év	6 cellás	nincs (L)	Vostro		piros	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van			van											
Dell Vostro 3460 Silver i7 LX 3914199	212520 Ft	14ʺ HD LED AntiGlare	Core i7 3612QM (2100)	8192 (DDR3) MB	750 (7200 rpm) GB	1024 MB NVIDIA GF GT630M	DVDRW +/-	3 év	6 cellás	nincs (L)	Vostro		ezüst	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van			van											
Dell. Inspiron 7720 Silver i7 AG BR 3214618	212520 Ft	17.3ʺ Full HD WLED AG	Core i7 3610QM (2300)	6144 (DDR3) MB	1000 GB	2048 MB NVIDIA GF GT650M	Blu-ray Disc (olvasó)	3 év	6 cellás	nincs (L)	Inspiron		ezüst	10/100	4 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van														
Fujitsu Lifebook UH552-SHP3 Silver W7 3G	212520 Ft	13.3ʺ HD LED AntiGlare	Core i5 3317U (1700)	4096 (DDR3) MB	500 GB	Intel HD Graphics	nincs optikai meghajtó	2 év	4 cellás	Windows7 Prof 64Bit HUN	Lifebook		ezüst		2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van		4.0	4 in 1	van					Beépített 3G/HSDPA modem									
Fujitsu LifeBook P771 3G Black W7 Pro D	212520 Ft	12.1ʺ WXGA LED	Core i7 2617M (1500)	4096 (DDR3) MB	128 GB SSD GB	Intel HD Graphics	DVDRW SM	3 év	6200 mAh	Windows7 Prof 64Bit HUN	Lifebook	Lifebook P	fekete	10/100/1000	2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	2 in 1	van			van	van	Beépített 3G/HSDPA modem	van								
Acer Ultrabook M5-581TG-53314G52Mass	212520 Ft	15.6ʺ HD LED (1366x768)	Core i5 3317U (1700)	4096 (DDR3) MB	500 + 20 SSD GB	1024 MB NVIDIA GF GT640M	DVDRW SM	3 év	3 cellás (extended)	Windows7 HomePrem 64 HUN	Aspire		szürke	10/100/1000	1x3.0.2x2.0	b/g/n 300mbps		Touch pad	Új		van		4.0	2 in 1	van														
Dell Vostro 3460 Coffee i7 LX 3014200	212520 Ft	14ʺ HD LED AntiGlare	Core i7 3612QM (2100)	8192 (DDR3) MB	750 (7200 rpm) GB	1024 MB NVIDIA GF GT630M	DVDRW +/-	3 év	6 cellás	nincs (L)	Vostro		barna	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van			van											
Dell Latitude E5520 i5 S W7 Metal Grey 3113806	214882 Ft	15.6ʺ HD LED anti-glare	Core i5 2430M (2400)	4096 (DDR3) MB	500 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude	Latitude E55xx	szürke	10/100/1000	3 db	b/g/n 300mbps	magyar	Track point + Touch pad	Új	van	van	VGA	3.0	SD card	van		e-SATA/USB	van	van		van		van						
Dell. Inspiron 5520 Blue i7 RD LX 3714180	216457 Ft	15.6ʺ HD LED (1366x768)	Core i7 3612QM (2100)	8192 (DDR3) MB	1000 GB	1024 MB AMD Radeon HD 7670M	DVDRW +/-	3 év	6 cellás	nincs (L)	Inspiron		kék	10/100	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új	nincs	van	VGA	4.0	8 in 1	van														
Toshiba Tecra R840-13T Black W7	216457 Ft	14ʺ HD LED (1366x768)	Core i5 2520M (2500)	4096 (DDR3) MB	500 (7200 rpm) GB	1024 MB AMD Radeon HD 6450M	DVDRW SM	3 év	6 cellás	Windows7 Prof 64Bit HUN	Tecra		fekete	10/100/1000	1x3.0.1x2.0	b/g/n 300mbps	magyar	Track point + Touch pad	Új		van	VGA	van	SD card			e-SATA/USB	van	van		van								
Dell. Inspiron 5520 Silver i7 RD LX 3514180	216457 Ft	15.6ʺ HD LED (1366x768)	Core i7 3612QM (2100)	8192 (DDR3) MB	1000 GB	1024 MB AMD Radeon HD 7670M	DVDRW +/-	3 év	6 cellás	nincs (L)	Inspiron		ezüst	10/100	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új	nincs	van	VGA	4.0	8 in 1	van														
Dell. Inspiron 5520 Orange i7 RD LX 3914180	216457 Ft	15.6ʺ HD LED (1366x768)	Core i7 3612QM (2100)	8192 (DDR3) MB	1000 GB	1024 MB AMD Radeon HD 7670M	DVDRW +/-	3 év	6 cellás	nincs (L)	Inspiron		narancssárga	10/100	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új	nincs	van	VGA	4.0	8 in 1	van														
Dell. Inspiron 5520 Red i7 RD LX 3614180	216457 Ft	15.6ʺ HD LED (1366x768)	Core i7 3612QM (2100)	8192 (DDR3) MB	1000 GB	1024 MB AMD Radeon HD 7670M	DVDRW +/-	3 év	6 cellás	nincs (L)	Inspiron		piros	10/100	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új	nincs	van	VGA	4.0	8 in 1	van														
Toshiba Qosmio F750-10Z White W7	216457 Ft	15.6ʺ HD LED (1366x768)	Core i5 2410M (2300)	8192 (DDR3) MB	640 (7200) GB	2048 MB NVIDIA GF GT540M	Blu-ray Disc (író/olvasó)	3 év	6 cellás	Windows7 HomePrem 64 HUN	Qosmio	Qosmio F	fehér	10/100/1000	3x2.0.1x3.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	3.0	4 in 1	van										van				
Dell. Inspiron 5520 White i7 RD LX 3014181	216457 Ft	15.6ʺ HD LED (1366x768)	Core i7 3612QM (2100)	8192 (DDR3) MB	1000 GB	1024 MB AMD Radeon HD 7670M	DVDRW +/-	3 év	6 cellás	nincs (L)	Inspiron		fehér	10/100	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új	nincs	van	VGA	4.0	8 in 1	van														
Dell. Inspiron 5720 i5 Silver GF W7 3414324	218819 Ft	17.3ʺ LED HD+ TL (1600x900)	Core i5 3210M (2500)	6144 (DDR3) MB	1000 GB	1024 MB NVIDIA GF GT630M	DVDRW +/-	3 év	6 cellás	Windows7 HomePrem 64 HUN	Inspiron		ezüst	10/100	4 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	4.0	8 in 1	van														
Samsung NP530U4B-S01HU Silver W7	220394 Ft	14ʺ HD LED (1366x768)	Core i5 2467M (1600)	4096 (DDR3) MB	500 GB	1024 MB AMD Radeon HD 7550M	DVDRW SM	2 év	8 cellás	Windows7 HomePrem 64 HUN	Samsung	Samsung N	ezüst	10/100/1000	2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	4 in 1	van														
Dell Vostro 3560 Red i7 M LX 3814226	220394 Ft	15.6ʺ Full HD LED AntiGlare	Core i7 3612QM (2100)	8192 (DDR3) MB	750 (7200 rpm) GB	1024 MB AMD Radeon HD 7670M	DVDRW +/-	3 év	6 cellás	nincs (L)	Vostro	Vostro 35xx	piros	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van														
Lenovo. IdeaPad U410 Grey 59-349074 W7	220394 Ft	14ʺ HD LED (1366x768)	Core i7 3517U (1900)	4096 (DDR3) MB	1000 + 24 SSD GB	1024 MB NVIDIA GF GT 610M	nincs optikai meghajtó	2 év	4 cellás	Windows7 HomePrem 64 HUN	IdeaPad	IdeaPad U	szürke	10/100	2x3.0.2x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van		3.0	van	van														
Dell Vostro 3560 Silver i7 M LX 3614226	220394 Ft	15.6ʺ Full HD LED AntiGlare	Core i7 3612QM (2100)	8192 (DDR3) MB	750 (7200 rpm) GB	1024 MB AMD Radeon HD 7670M	DVDRW +/-	3 év	6 cellás	nincs (L)	Vostro	Vostro 35xx	ezüst	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van														
Fujitsu Lifebook UH552-SHP3 Silver W7 3G 8GB	220394 Ft	13.3ʺ HD LED AntiGlare	Core i5 3317U (1700)	8192 (DDR3) MB	500 GB	Intel HD Graphics	nincs optikai meghajtó	2 év	4 cellás	Windows7 Prof 64Bit HUN	Lifebook		ezüst		2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van		4.0	4 in 1	van					Beépített 3G/HSDPA modem									
